taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
168139,Careoradula perelegans,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,STREPTAXIDAE,Careoradula,,"(Martens, 1898)",2009,2006-01-11,EN,B1ab(iii)+2ab(iii),Stable,False,False,True,"Gerlach, J.","Miller, R.M., Pollock, C.M. & Seddon, M.B.",19,300,900.0,500.0,,,,,,
83776383,Caretta caretta North East Atlantic subpopulation,,,North East Atlantic subpopulation,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Caretta,Loggerhead Turtle,"(Linnaeus, 1758)",2015,2015-08-20,EN,B2ab(iii),Unknown,True,False,False,"Casale, P. & Marco, A.","Wallace, B.P. & Pilcher, N.J.",392-424,,,,,,,,,
3898,Carettochelys insculpta,,,,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CARETTOCHELYIDAE,Carettochelys,Pig-nosed Turtle,"Ramsay, 1886",2018,2017-05-28,EN,A2bd+4bd,Decreasing,True,True,True,"Eisemberg, C., van Dijk, P.P., Georges, A. & Amepou, Y.","Rhodin, A.G.J., Doody, S. & Stanford, C.B.",,,,,,,,,,
198088,Caridina annandalei,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Caridina,,"Kemp, 1918",2013,2011-11-21,EN,"B1ab(ii,iii)+2ab(ii,iii)",Unknown,False,True,False,"De Grave, S., Page, T. & Cai, Y.","Cumberlidge, N. & Smith, K.",,,,,,,True,"This errata version of the assessment was created to correct an Assessor name from ""Cai, X."" to ""Cai, Y.""",,
197808,Caridina holthuisi,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Caridina,Matano Tiger,"von Rintelen &amp; Cai, 2009",2019,2018-12-06,EN,"A3e; B1ab(iii,v)+2ab(iii,v)",Decreasing,False,True,False,"von Rintelen, K., Wowor, D. & Klotz, W.","De Grave, S.",64,1290,,,,,,,,
198285,Caridina maculata,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Caridina,,"L. Wang, Liang &amp; F. Li, 2008",2013,2011-11-20,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,False,True,False,"De Grave, S. & Klotz, W.","Cumberlidge, N. & Smith, K.",,,,,,,,,,
197763,Caridina mindanao,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Caridina,,"Cai &amp; Shokita, 2006",2013,2011-11-19,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"De Grave, S. & Cai, Y.","Cumberlidge, N. & Smith, K.",,,,,,,True,"This errata version of the assessment was created to correct an Assessor name from ""Cai, X."" to ""Cai, Y.""",,
198296,Caridina thermophila,,,,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Caridina,,"Riek, 1953",2013,2011-11-18,EN,"B1ab(iii,v)+2ab(iii,v)",Unknown,False,True,False,"De Grave, S., Ayhong, S. & Page, T.","Cumberlidge, N. & Smith, K.",,,,,,,,,,
171110,Carinigera lophauchena,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Carinigera,,"(Sturany, 1894)",2017,2016-04-07,EN,"B1ab(i,iii)",Unknown,False,False,True,"Dedov, I.","Bank, R., Allen, D.J. & Neubert, E.",,4035,700.0,80.0,,,,,,
171078,Carinigera pellucida,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Carinigera,,"Dedov &amp; Neubert, 2002",2017,2016-04-08,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Dedov, I.","Georgiev, D., Neubert, E., Parmakelis, A., Triantis, K., Badia Boher, J.A. & Allen, D.J.",24,37,2500.0,1600.0,,,,,,
170996,Carinigera pharsalica,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Carinigera,,"H. Nordsieck, 1974",2017,2016-06-26,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Parmakelis, A.","Dedov, I., Georgiev, D., Neubert, E. & Triantis, K.",20,570,,,,,,,,
10925,Carnarvoncochlea exigua,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Carnarvoncochlea,,"(Ponder &amp; Clark, 1990)",2011,2011-07-22,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Clark, S.","Böhm, M. & Collen, B.",0-10,93,,,,,,,,
22700907,Carpodectes antoniae,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,COTINGIDAE,Carpodectes,Yellow-billed Cotinga,"Ridgway, 1884",2017,2016-10-01,EN,"B1ab(i,ii,iii,iv,v); C2a(i); D",Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,26000,760.0,,,,,,True,Map revised.
107979018,Caryanda quadrata,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Caryanda,Baoshan Glossy Grasshopper,"Bi &amp; Xia, 1984",2019,2019-03-06,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,"Hochkirch, A. & He, Z.-Q.","Odé, B.",,367,,,,,,,,
156860,Caseolus calvus,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GEOMITRIDAE,Caseolus,,"(Lowe, 1831)",2011,2010-09-20,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Seddon, M.B.","Cameron, R., Groh, K., Cuttelod, A. & Neubert, E.",16,736,,,,,,,,
4015,Catagonus wagneri,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Catagonus,Chacoan Peccary,"(Rusconi, 1930)",2015,2011-08-28,EN,A3cd+4cd,Decreasing,False,False,True,"Altrichter, M., Taber, A., Noss, A., Maffei, L. & Campos, J.","Pacheco, L. & Rumiz, D.I.",,,,,,,,,,
22721755,Catharopeza bishopi,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Catharopeza,Whistling Warbler,"(Lawrence, 1878)",2020,2020-08-31,EN,"B1ab(i,ii,iii)",Decreasing,False,False,True,BirdLife International,"Hermes, C.",,140,1100.0,300.0,,,,,,
4037,Catopuma badia,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Catopuma,Borneo Bay Cat,"(Gray, 1874)",2016,2014-05-20,EN,C1,Decreasing,False,False,True,"Hearn, A., Brodie, J., Cheyne, S., Loken, B., Ross, J. & Wilting, A.","Nowell, K., Hunter, L., Duckworth, J.W., Breitenmoser-Wursten, C. & Lanz, T. and Breitenmoser, U.",,,800.0,0.0,,,True,A number of duplicate references in the bibliography were found and have been subsequently removed.,,
4049,Catostomus santaanae,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Santa Ana Sucker,"(Snyder, 1908)",2014,2011-10-31,EN,"B1ab(ii,iii,v)c(iv)",Decreasing,False,True,False,NatureServe,"Smith, K. & Darwall, W.R.T.",,,,,,,,,,
4051,Catostomus warnerensis,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Warner Sucker,"Snyder, 1908",2014,2011-11-01,EN,B1ac(ii)+2ac(ii),Unknown,False,True,False,NatureServe,"Smith, K. & Darwall, W.R.T.",,,,,,,,,,
103694489,Ceblepyris cucullatus,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CAMPEPHAGIDAE,Ceblepyris,Comoro Cuckooshrike,"(Milne-Edwards &amp; Oustalet, 1885)",2021,2020-12-01,EN,"B1ab(ii,iii,v)",Decreasing,False,False,True,BirdLife International,"Murray-Watson, R.",540,1206,,,,,,,,
81237954,Cebus brunneus,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,Venezuelan Brown Capuchin,"Allen, 1914",2021,2020-03-31,EN,A4cd,Decreasing,False,False,True,"Urbani, B., Boubli, J.P. & Lynch Alfaro, J.W.","Cotton, A., Molur, S., Schwitzer, C. & Reuter, K.E.",,,1400.0,100.0,,,,,,
43934,Cebus capucinus ssp. capucinus,capucinus,ssp.,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,Colombian White-throated Capuchin,"(Linnaeus, 1758)",2021,2015-01-26,EN,A2cd+3cd+4cd,Decreasing,False,False,True,"Link, A., de la Torre, S., Moscoso, P., Méndez-Carvajal, P.G., Palacios, E. & Lynch Alfaro, J.W.","Cotton, A., Molur, S., Schwitzer, C. & Reuter, K.E.",,,1800.0,,,,,,True,The list of Assessor names has been corrected in this assessment.
4082,Cebus cesarae,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,Río Cesar White-fronted Capuchin,"Hershkovitz, 1949",2021,2020-01-26,EN,A4cd,Decreasing,False,False,True,"Link, A., Boubli, J.P. & Lynch, J.W.","Cotton, A., Molur, S., Schwitzer, C. & Reuter, K.E.",,,,,,,,,True,This amended assessment includes some minor edits to the assessment text and an update to the name of one of the Assessor names.
4084,Cebus malitiosus,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,Santa Marta White-fronted Capuchin,"Elliot, 1909",2020,2015-01-26,EN,A2cd+4cd,Decreasing,False,False,True,"Link, A., Boubli, J.P. & Lynch Alfaro, J.W.","Cotton, A., Molur, S., Schwitzer, C. & Reuter, K.E.",,,1300.0,0.0,,,,,,
39952,Cebus versicolor,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebus,Varied White-fronted Capuchin,"Pucheran, 1845",2021,2020-12-17,EN,A2cd+4cd,Decreasing,False,False,True,"Link, A., Boubli, J.P. & Lynch Alfaro, J.W.","Reuter, K.E.",,,,,,,,,,
97113324,Cedrorum azoricus,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Cedrorum,,"Borges &amp; Serrano, 1993",2018,2016-11-17,EN,"B2ab(i,ii,iii,iv,v)",Decreasing,False,False,True,"Borges, P.A.V.","Danielczak, A.",40,12300,1200.0,500.0,,,,,,
176143,Celatiscincus euryotis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Celatiscincus,Southern Pale-hipped Skink,"(Werner, 1909)",2021,2017-12-11,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,"Sadlier, R.A., Bauer, A.M., Jourdan , H., Astrongatt, S., Deuss, M., Duval, T., Bourguet, E., McCoy, S., Bouteiller, A. & Lagrange, A.","Cox, N.A.",20,93,200.0,,,,,,,
176180,Celatiscincus similis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Celatiscincus,Northern Pale-hipped Skink,"Sadlier, Smith &amp; Bauer, 2006",2021,2017-12-11,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",Decreasing,False,False,True,"Sadlier, R.A., Bauer, A.M., Jourdan , H., Astrongatt, S., Deuss, M., Duval, T., Bourguet, E., McCoy, S., Bouteiller, A. & Lagrange, A.","Cox, N.A.",32,265,1000.0,,,,,,,
203021,Celestus agasepsoides,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,,"(Thomas, 1971)",2016,2015-07-20,EN,"B1ab(i,iii)",Unknown,False,False,True,"Landestoy, M. & Inchaustegui, S.","Bowles, P.",,2509,460.0,0.0,,,True,"This errata assessment has been created because the map was accidentally left out of the version published previously, in addition,&#160;this assessment has had a second errata assessment as it has been brought to our attention that Haiti was erroneously&#160;listed in the countries of occurrence and has subsequently been removed.",,
203023,Celestus barbouri,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,,"Grant, 1940",2016,2015-07-20,EN,"B1ab(i,iii,v)",Decreasing,False,False,True,"Wilson, B.S. & Hedges, B.","Bowles, P.",,3125,,600.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
203024,Celestus bivittatus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,,"(Boulenger, 1895)",2013,2012-05-07,EN,B1ab(iii),Decreasing,False,False,True,"Sunyer, J. & Ariano-Sánchez, D.","Bowles, P.",,,1980.0,1510.0,,,,,,
203029,Celestus darlingtoni,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Darlington's Galliwasp,"Cochran, 1939",2016,2015-07-20,EN,B1ab(iii),Unknown,False,False,True,"Inchaustegui, S. & Landestoy, M.","Bowles, P.",,2782,2500.0,1600.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
203030,Celestus haetianus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,,"(Cochran, 1927)",2016,2015-07-20,EN,B1ab(iii),Decreasing,False,False,True,"Landestoy, M., Inchaustegui, S. & Hedges, B.","Bowles, P.",,3259,2700.0,790.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
203031,Celestus hewardi,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Red-spotted Galliwasp,"Gray, 1845",2017,2015-07-20,EN,"B1ab(iii,v)",Decreasing,False,False,True,"Hedges, S.B. & Wilson, B.S.","Bowles, P.",,3500,718.0,120.0,,,,,,
203033,Celestus macrotus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Thomas' Galliwasp,"Thomas &amp; Hedges, 1989",2016,2015-07-20,EN,"B1ab(i,iii)",Unknown,False,False,True,"Landestoy, M. & Inchaustegui, S.","Bowles, P.",,128,,,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
81044203,Celestus maculatus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,,"Garman, 1888",2016,2015-07-20,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Echternacht, A. & Hedges, S.B.","Bowles, P.",55,163,43.0,2.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
75166713,Celestus molesworthi,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Portland Coast Galliwasp,"Grant, 1940",2016,2015-07-21,EN,"B1ab(iii,v)",Decreasing,False,False,True,"Hedges, B. & Wilson, B.S.","Bowles, P.",,430,168.0,20.0,,,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,,
203035,Celestus montanus,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,Mountain Lesser Galliwasp,"(Schmidt, 1933)",2014,2012-05-06,EN,B1ab(iii),Decreasing,False,False,True,"Ariano-Sánchez, D., Townsend, J.H. & Wilson, L.D.","Bowles, P.",,,1372.0,915.0,,,,,,
176251,Celestus scansorius,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANGUIDAE,Celestus,,"McCranie &amp; Wilson, 1996",2019,2012-05-08,EN,B1ab(iii),Decreasing,False,False,True,"Townsend, J.H. & Wilson, L.D.","Bowles, P.",,2027,1590.0,1550.0,,,,,,
55000,Celsiella vozmedianoi,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Celsiella,Paria Glass-frog,"(Ayarzagüena &amp; Señaris, 1996)",2020,2019-11-13,EN,"B1ab(ii,iii,v)",Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,148,800.0,750.0,,,,,,
196228,Cenemus mikehilli,,,,EN,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,PHOLCIDAE,Cenemus,,"Saaristo, 2002",2014,2012-12-01,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Gerlach, J.","Marusik, Y.",20,100,200.0,0.0,,,,,,
196229,Cenemus silhouette,,,,EN,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,PHOLCIDAE,Cenemus,,"Saaristo, 2001",2014,2012-12-01,EN,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Gerlach, J.","Marusik, Y.",15,20,500.0,10.0,,,,,,
22728472,Centrocercus minimus,,,,EN,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,Gunnison Grouse,"Young, Braun, Oyler-McCance, Hupp & Quinn, 2000",2020,2020-08-11,EN,C2a(ii),Decreasing,False,False,True,BirdLife International,"Fernando, E.",13884,37500,2550.0,2250.0,,,,,,
163423,Centrochelys sulcata,,,,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Centrochelys,African Spurred Tortoise,"(Miller, 1779)",2021,2020-08-29,EN,A4bcd,Decreasing,False,False,True,"Petrozzi, F., Luiselli, L., Hema, E.M., Diagne, T., Segniagbeto, G.H., Eniang, E.A., Leuteritz, T.E.J. & Rhodin, A.G.J.","van Dijk, P.P. & Stanford, C.B.",,6100000,,,,,,,,
54901,Centrolene altitudinalis,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Mountain Giant Glass Frog,"(Rivero, 1968)",2020,2020-02-10,EN,B1ab(iii),Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,729,2400.0,1900.0,,,,,,
54907,Centrolene ballux,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Burrowes' Giant Glass Frog,"(Duellman &amp; Burrowes, 1989)",2019,2016-07-18,EN,"B1ab(iii,v)",Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",,3134.6,2010.0,1500.0,,,,,,
54917,Centrolene hesperium,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Basecamp Giant Glass Frog,"(Cadle and McDiarmid, 1990)",2018,2018-03-30,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",,308.72,1800.0,1500.0,,,,,,
54918,Centrolene huilense,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Huila Glass Frog,"Ruiz-Carranza &amp; Lynch, 1995",2019,2018-12-14,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",,3774.8,2190.0,1980.0,,,,,,
54924,Centrolene lynchi,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Lynch's Giant Glass Frog,"(Duellman, 1980)",2019,2016-07-18,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",,881.8,2075.0,1140.0,,,,,,
54926,Centrolene medemi,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,,"(Cochran &amp; Goin, 1970)",2019,2018-12-14,EN,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",,,1800.0,800.0,,,,,,
54932,Centrolene petrophilum,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Boyaca Giant Glass Frog,"Ruíz-Carranza &amp; Lynch, 1991",2017,2016-08-02,EN,B1ab(iii)+2ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",139,994.82,2200.0,1600.0,,,,,,
54940,Centrolene scirtetes,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Tandayapa Giant Glass Frog,"(Duellman &amp; Burrowes, 1989)",2019,2018-12-14,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",,1250,1820.0,1780.0,,,,,,
54993,Centrolene solitaria,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Centrolene,Lonely Cochran Frog,"(Ruiz-Carranza &amp; Lynch, 1991)",2019,2018-06-29,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",,783.5,2000.0,1000.0,,,,,,
162293947,Centrophorus granulosus,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Gulper Shark,"(Bloch &amp; Schneider, 1801)",2020,2019-11-21,EN,A2bd,Decreasing,True,False,False,"Finucci, B., Bineesh, K.K., Cheok, J., Cotton, C.F., Dharmadi, Kulka, D.W., Neat, F.C., Pacoureau, N., Rigby, C.L., Tanaka, S. & Walker, T.I.","Guallart, J. & Dulvy, N.K.",,,,,98.0,1500.0,,,,
41740,Centrophorus harrissoni,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Harrisson's Dogfish,"McCulloch, 1915",2020,2019-11-21,EN,A2bd,Decreasing,True,False,False,"Finucci, B., Cheok, J., Cotton, C.F., Kulka, D.W., Neat, F.C., Rigby, C.L., Tanaka, S. & Walker, T.I.","Daley, R.K. & Dulvy, N.K.",,,,,220.0,1050.0,,,,
44563,Centrophorus isodon,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Blackfin Gulper Shark,"(Chu, Meng &amp; Liu, 1981)",2020,2019-09-01,EN,A2d,Decreasing,True,False,False,"Rigby, C.L., Ebert, D.A. & Herman, K.","Daley, R.K. & Kyne, P.M.",,,,,435.0,770.0,,,,
162292832,Centrophorus lesliei,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,African Gulper Shark,"White, Ebert &amp; Naylor, 2017",2020,2019-11-21,EN,A2d,Decreasing,True,False,False,"Finucci, B., Cotton, C.F., Kulka, D.W., Neat, F.C., Rigby, C.L., Tanaka, S. & Walker, T.I.","Bennett, R. & Dulvy, N.K.",,,,,340.0,610.0,,,,
162292301,Centrophorus longipinnis,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Longfin Gulper Shark,"White, Ebert &amp; Naylor, 2017",2020,2019-04-29,EN,A2d,Decreasing,True,False,False,"Rigby, C.L., Bin Ali, A., Bineesh, K.K., Derrick, D., Dharmadi, Ebert, D.A., Fahmi, Fernando, D., Gautama, D.A., Maung, A., Tanay, D., Utzurrum, J.A.T. & Yuneni, R.R.","Finucci, B. & Dulvy, N.K.",,,,,330.0,460.0,,,,
165299,Centrophorus moluccensis Australian subpopulation,,,Australian subpopulation,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Smallfin Gulper Shark,"Bleeker, 1860",2003,2003-10-01,EN,A2bd+3d+4bd,Decreasing,True,False,False,"Pogonoski, J. & Pollard, D. (SSG Australia & Oceania Regional Workshop, March 2003)","Shark Specialist Group Australia & Oceania Regional Group (Shark Red List Authority) & Graham, K.",,,,,,,,,,
41871,Centrophorus squamosus,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,Leafscale Gulper Shark,"(Bonnaterre, 1788)",2020,2019-11-22,EN,A2bd,Decreasing,True,False,False,"Finucci, B., Bineesh, K.K., Cheok, J., Cotton, C.F., Dharmadi, Kulka, D.W., Neat, F.C., Pacoureau, N., Rigby, C.L., Tanaka, S. & Walker, T.I.","Guallart, J. & Dulvy, N.K.",,,,,0.0,3366.0,,,,
