taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
10797,Idunella sketi,,,,CR,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,LILJEBORGIIDAE,Idunella,,"Karaman, 1980",1996,1996-08-01,CR,B1+2c,,False,True,False,"Iliffe, T.M.",,,,,,,,,,,
10798,Iglica gratulabunda,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,MOITESSIERIIDAE,Iglica,,"(A.J. Wagner, 1910)",2010,2009-12-17,CR,B2ab(iii),Unknown,False,True,False,"Reischutz, P. & Haase, M.","Feher, Z., Van Damme, D., Seddon, M., Soulsby, A.-M. & Cuttelod, A.",8,4500,,,,,,,,
184542,Iglica soussensis,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,MOITESSIERIIDAE,Iglica,,"Ghamizi, 1998",2010,2007-10-19,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Ghamizi, M.","Ghamizi, M. & McIvor, A.",,,,,,,,,,
164839,Iglica velkovrhi,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,MOITESSIERIIDAE,Iglica,,"de Mattia, 2007",2011,2010-03-30,CR,B2ab(iii),Unknown,False,True,False,"Slapnik, R.","Reischütz, P., Seddon, M.B. & Nichols, C.",4,,,,,,,,,
164821,Iglica wolfischeri,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,MOITESSIERIIDAE,Iglica,,"Reischuetz &amp; Reischuetz, 2004",2011,2010-04-24,CR,B2ab(iii),Unknown,False,True,False,"Reischütz, P.","Radea, K., Seddon, M.B. & Nichols, C.",4,,,,,,,,,
10800,Iguana delicatissima,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Iguana,Lesser Antillean Iguana,"Laurenti, 1768",2018,2018-03-03,CR,A3ce,Decreasing,False,False,True,"van den Burg, M.P., Breuil, M. & Knapp, C.","Grant, T.D. & Bowles, P.",984,35000,700.0,0.0,,,,,,
157720147,Iheyaspira lequios,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,TROCHIDA,SKENEIDAE,Iheyaspira,,"Okutani, Sasaki &amp; Tsuchida, 2000",2021,2020-11-23,CR,B1ab(iii),Unknown,True,False,False,"Molloy, A. & Thomas, E.A.","Böhm, M., Seddon, M.B. & Sigwart, J.",12,17.881,,,1000.0,1600.0,,,,
184674,Incertihydrobia teesdalei,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BITHYNIIDAE,Incertihydrobia,,"(Verdcourti, 1958)",2010,2004-05-30,CR,B2ab(iii),Unknown,False,True,False,"Lange, C.N.","Seddon, M.B. & Kristensen, T. (Mollusc Red List Authority)",,,,,,,,,,
54635,Incilius fastidiosus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,Pico Blanco Toad,"(Cope, 1875)",2020,2019-09-10,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2100.0,760.0,,,,,,
54664,Incilius holdridgei,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,Holdridge's Toad,"(Taylor, 1952)",2020,2019-09-10,CR,D,Unknown,False,True,True,NatureServe & IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,8,2200.0,1900.0,,,,,,
55775087,Incilius majordomus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,Chief's Toad,"Savage, Ugarte &amp; Donnelly, 2013",2020,2019-08-13,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,1850.0,1800.0,,,,,,
55832080,Incilius peripatetes,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Incilius,Almirante Trail Toad,"(Savage, 1972)",2020,2019-08-13,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,1856.0,1500.0,,,,,,
58310,Indirana gundia,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Indirana,Gundia Frog,"(Dubois, 1986)",2004,2004-04-30,CR,B1ab(iii),Decreasing,False,True,True,"S.D. Biju, Sushil Dutta, Robert Inger","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,
58314,Indirana phrynoderma,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Indirana,Kerala Indian Frog,"(Boulenger, 1882)",2004,2004-04-30,CR,B1ab(iii),Decreasing,False,True,True,"S.D. Biju, S.P. Vijayakumar, Sushil Dutta","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,
10820,Indolestes boninensis,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Indolestes,,"(Asahina, 1952)",2020,2017-12-07,CR,"B1ab(iii,v)",Decreasing,False,True,True,"Karube, H.","Clausnitzer, V.",16,16,,,,,,,,
10824,Indotestudo elongata,,,,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Indotestudo,Elongated Tortoise,"(Blyth, 1853)",2019,2018-07-01,CR,A2cd,Decreasing,False,False,True,"Rahman, S.C., Platt, K., Das, I., Choudhury, B.C., Ahmed, M.F., Cota, M., McCormack, T., Timmins, R.J. & Singh, S.","Stanford, C.B. & Stuart, S.",,,600.0,0.0,,,True,This errata version has been generated to include the missing range map.,,
10825,Indotestudo forstenii,,,,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Indotestudo,Forsten's Tortoise,"(Schlegel &amp; Müller, 1845)",2021,2018-03-14,CR,A4cd,Decreasing,False,False,True,"Kusrini, M.D., As-singkily, M., Light, C. & Stanford, C.B.","Stuart, S. & Eisemberg, C.",,,,,,,,,,
197184,Indotyphlops lankaensis,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Indotyphlops,Sri Lanka Worm Snake,"(Taylor, 1947)",2021,2019-09-14,CR,"B1ab(ii,iii)",Unknown,False,False,True,"Wickramasinghe, L.J.M. & Wickramasinghe, N.","Cox, N.A.",99,99,5.0,2.0,,,,,,
199780,Indotyphlops lazelli,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Indotyphlops,,"(Wallach &amp; Pauwels, 2004)",2012,2011-09-01,CR,B1ab(iii),Unknown,False,False,True,"Lau, M.","Cox, N.A. & Bowles, P.",,,200.0,100.0,,,,,,
197183,Indotyphlops leucomelas,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Indotyphlops,Pied Worm Snake,"(Boulenger, 1890)",2021,2019-09-14,CR,"B1ab(ii,iii)",Decreasing,False,False,True,"Wickramasinghe, L.J.M.","Cox, N.A.",70,70,780.0,400.0,,,,,,
10826,Indri indri,,,,CR,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Indri,Indri,"(Gmelin, 1788)",2020,2018-05-07,CR,A3cd+4cd,Decreasing,False,False,True,"King, T., Dolch, R., Randriahaingo, H.N.T., Randrianarimanana, L. & Ravaloharimanitra, M.","Reuter, K.E.",,61794,1800.0,10.0,,,,,,
39942,Inflectarius magazinensis,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Inflectarius,Magazine Mountain Middle-toothed Snail,"(Pilsbury &amp; Ferris, 1907)",2000,2000-06-30,CR,B1+2c,,False,False,True,Mollusc Specialist Group,"Seddon, M.B. (Mollusc Red List Authority)",,,,,,,,,,
58571,Ingerana charlesdarwini,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Ingerana,Charles Darwin's Frog,"(Das, 1998)",2004,2004-04-30,CR,B1ab(iii)+2ab(iii),Decreasing,False,False,True,"Indraneil Das, Sushil Dutta, S.P. Vijayakumar","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,
10830,Ingolfiella longipes,,,,CR,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,INGOLFIELLIDAE,Ingolfiella,,"Stock, Sket &amp; Iliffe, 1987",1996,1996-08-01,CR,B1+2c,,False,True,False,"Iliffe, T.M.",,,,,,,,,,,
145380559,Iphinopsis boucheti,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CANCELLARIIDAE,Iphinopsis,Bouchet’s Deep-sea Nutmeg Snail,"Okutani, Hashimoto &amp; Sasaki, 2004",2019,2019-04-05,CR,B1ab(iii)+2ab(iii),Unknown,True,False,False,"Thomas, E.A., Chen, C. & Sigwart, J.","Seddon, M.B. & Böhm, M.",4,4,,,2420.0,2450.0,,,,
196183,Ischnothyrella jivani,,,,CR,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,OONOPIDAE,Ischnothyrella,,"(Benoit, 1979)",2014,2012-12-01,CR,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Gerlach, J.","Marusik, Y.",5,10,1.0,0.0,,,,,,
83125390,Ischnura jeanyvesmeyeri,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,,"Englund &amp; Polhemus, 2010",2020,2019-05-14,CR,"B1ab(ii,iii)+2ab(ii,iii)",Decreasing,False,True,True,"Marinov, M.","Clausnitzer, V.",4-16,2-16,265.0,0.0,,,,,,
83125485,Ischnura rurutana,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,,"Englund &amp; Polhemus, 2010",2020,2019-01-08,CR,"B1ab(ii,iii)+2ab(ii,iii)",Unknown,False,True,True,"Marinov, M.","Clausnitzer, V.",4.000,4,80.0,64.0,,,,,,
166483865,Ischnura solitaria,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,,"Bota-Sierra, Velásquez-Vélez &amp; Realpe, 2019",2021,2020-03-04,CR,B2ab(iii),Decreasing,False,True,True,"Bota-Sierra, C.A. & Sandoval-H, J.","Lozano, F.",4,,2615.0,2610.0,,,,,,
149171142,Ischyroptera bipilosa,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,Ischyroptera,,"Pokorny, 1887",2021,2021-02-22,CR,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,False,False,True,"van der Ent, L.-J., van Steenis, J. & van Steenis, W.","Popov, S. & Varga, Z.",4,4,2500.0,1600.0,,,,,,
164837,Islamia anatolica,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"Radoman, 1973",2015,2014-08-15,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Kebapçı, U.","Smith, K. & Seddon, M.B.",4,4,,,,3.0,,,,
155660,Islamia bendidis,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"Reischütz, 1988",2011,2010-02-10,CR,A2c,Unknown,False,True,False,"Radea, K. & Triantis, K.","Seddon, M.B., Reischutz, P. & Nichols, C.",,250,,,,,,,,
164880,Islamia bunarbasa,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"(Schutt, 1964)",2014,2013-04-25,CR,B2ab(iii),Unknown,False,True,False,"Kebapçı, U. & Seddon, M.B.","Lopes-Lima , M. & Numa, C.",4,,,,,3.0,,,,
155557,Islamia graeca,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"Radoman, 1973",2011,2009-10-22,CR,B1ab(iii),Decreasing,False,True,False,"Reischutz, P. & Albrecht, C.","Seddon, M.B., Radea, K. & Nichols, C.",22,22,,,,,,,,
155998,Islamia hadei,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"(E. Gittenberger, 1982)",2011,2009-11-15,CR,B1ab(iii),Unknown,False,True,False,"Falniowski, A. & Régnier, C.","Radea, K., Seddon, M.B., Reischutz, P. & Nichols, C.",,99,,,,,,,,
164808,Islamia pseudorientalica,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"Radoman, 1973",2014,2009-11-19,CR,B2ab(v),Unknown,False,True,False,"Kebapçı, U.","Seddon, M.B., Abdul Malak, D. & Van Damme, D.",4,4,,,,,,,,
155523,Islamia trichoniana,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"Radoman, 1979",2011,2009-11-27,CR,B1ab(iii),Decreasing,False,True,False,"Hauffe, T., Albrecht, C. & Schreiber, K.","Radea, K., Seddon, M.B., Cuttelod, A. & Nichols, C.",,94,,,,,,,,
155844,Islamia zermanica,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,,"Radoman, 1973",2011,2009-11-20,CR,B1ab(iii),Unknown,False,True,False,"Falniowski, A.","Reischutz, P., Seddon, M.B. & Nichols, C.",,99,,,,,,,,
60218,Isogomphodon oxyrhynchus,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Isogomphodon,Daggernose Shark,"(Müller &amp; Henle, 1839)",2020,2019-07-01,CR,A2bcd,Decreasing,True,True,False,"Pollom, R., Charvet, P., Faria, V., Herman, K., Lasso-Alcalá, O., Marcante, F., Nunes, J., Rincon, G. & Kyne, P.M.","Lessa, R. & Dulvy, N.K.",,,,,4.0,40.0,,,,
62147256,Isophya beybienkoi,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Isophya,Bei-Bienko's Plump Bush-cricket,"Maran, 1958",2016,2015-11-23,CR,"B1ab(iii,v)",Decreasing,False,False,True,"Chobanov, D.P., Hochkirch, A., Iorgu, I.S., Ivkovic, S., Kristin, A., Lemonnier-Darcemont, M., Pushkar, T., Sirin, D., Skejo, J. Skejo, Szovenyi, G., Vedenina, V. & Willemse, L.P.M.","Kleukers, R. & García, M.",24,46,800.0,400.0,,,,,,
68398568,Isophya boldyrevi,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Isophya,Boldyrev's Plump Bush-cricket,"Miram, 1938",2016,2015-12-06,CR,"B2ab(iii,iv,v)",Decreasing,False,False,True,"Chobanov, D.P., Hochkirch, A., Iorgu, I.S., Ivkovic, S., Korsunovskaya, O., Kristin, A., Lemonnier-Darcemont, M., Pushkar, T., Sirin, D., Skejo, J. Skejo, Szovenyi, G., Vedenina, V. & Willemse, L.P.M.","Kleukers, R. & García, M.",8,314,300.0,100.0,,,,,,
68401305,Isophya doneciana,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Isophya,Donetsk Plump Bush-cricket,"Bey-Bienko, 1954",2016,2015-11-23,CR,"B2ab(iii,v)",Decreasing,False,False,True,"Chobanov, D.P., Hochkirch, A., Iorgu, I.S., Ivkovic, S., Kristin, A., Lemonnier-Darcemont, M., Pushkar, T., Sirin, D., Skejo, J. Skejo, Szovenyi, G., Vedenina, V. & Willemse, L.P.M.","Kleukers, R. & García, M.",4-8,,300.0,100.0,,,,,,
17046330,Isophya gulae,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Isophya,Bulgarian Plump Bush-cricket,"Peshev, 1981",2016,2015-11-23,CR,B1ab(iii),Unknown,False,False,True,"Chobanov, D.P., Hochkirch, A., Iorgu, I.S., Ivkovic, S., Kristin, A., Lemonnier-Darcemont, M., Pushkar, T., Sirin, D., Skejo, J. Skejo, Szovenyi, G., Vedenina, V. & Willemse, L.P.M.","Kleukers, R. & García, M.",12,20,110.0,100.0,,,,,,
10874,Isophya harzi,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Isophya,Cozia Plump Bush-cricket,"Kis, 1960",2016,2015-11-23,CR,"B1ab(i,ii,iii,v)c(iv)+2ab(i,ii,iii,v)c(iv)",Decreasing,False,False,True,"Chobanov, D.P., Hochkirch, A., Iorgu, I.S., Ivkovic, S., Kristin, A., Lemonnier-Darcemont, M., Pushkar, T., Sirin, D., Skejo, J. Skejo, Szovenyi, G., Vedenina, V. & Willemse, L.P.M.","Kleukers, R. & García, M.",4,4,1600.0,1000.0,,,,,,
55390,Isthmohyla angustilineata,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Isthmohyla,Narrow-lined Treefrog,"(Taylor, 1952)",2020,2019-09-11,CR,C2a(i),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,8707,2040.0,1500.0,,,,,,
55432,Isthmohyla calypsa,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Isthmohyla,,"(Lips, 1996)",2020,2019-09-11,CR,D,Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2130.0,1500.0,,,,,,
55462,Isthmohyla debilis,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Isthmohyla,Isla Bonita Treefrog,"(Taylor, 1952)",2020,2019-09-12,CR,C1,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,4797,1650.0,910.0,,,,,,
55492,Isthmohyla graceae,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Isthmohyla,Continental Divide Treefrog,"(Myers &amp; Duellman, 1982)",2020,2019-08-13,CR,C2a(ii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group & NatureServe,"Chanson, J.S.",,315,1710.0,1100.0,,,,,,
55603,Isthmohyla pictipes,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Isthmohyla,Pico Blanco Treefrog,"(Cope, 1875)",2020,2019-09-10,CR,C2a(i),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2800.0,1930.0,,,,,,
55675,Isthmohyla tica,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Isthmohyla,Starrett's Treefrog,"(Starrett, 1966)",2020,2019-09-10,CR,C2a(i),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group & NatureServe,"Chanson, J.S.",,,1700.0,1100.0,,,,,,
121369896,Isthmura corrugata,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,Corrugated Salamander,"Sandoval-Comte, Pineda-Arredeondo, Rovito &amp; Luría-Manzano, 2017",2020,2019-10-22,CR,B1ab(iii),Unknown,False,False,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,9,2106.0,2106.0,,,,,,
59389,Isthmura naucampatepetl,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Isthmura,Cofre de Perote Salamander,"(Parra-Olea, Papenfuss &amp; Wake, 2001)",2020,2019-10-23,CR,B1ab(iii),Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,59,3000.0,2500.0,,,,,,
15039266,Italopodisma baccettii,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,Baccetti's Apennine Grasshopper,"(La Greca, 1969)",2016,2015-05-17,CR,B1ab(v),Decreasing,False,False,True,"Buzzetti, F.M., Hochkirch, A., Fontana, P., Massa, B., Kleukers, R. & Odé, B.","Bushell, M. & Cálix, M.",12,50,2300.0,2000.0,,,,,,
15039279,Italopodisma ebneri,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,Reatine Apennine Grasshopper,"(La Greca, 1954)",2016,2015-05-17,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,"Buzzetti, F.M., Hochkirch, A., Fontana, P., Kleukers, R., Massa, B. & Odé, B.","Bushell, M. & Cálix, M.",4,4,1900.0,800.0,,,,,,
15039296,Italopodisma lagrecai,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,La Greca's Apennine Grasshopper,"(Galvagni, 1973)",2016,2015-05-17,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,"Buzzetti, F.M., Hochkirch, A., Fontana, P., Kleukers, R., Massa, B. & Odé, B.","Bushell, M. & Cálix, M.",4,4,2250.0,2000.0,,,,,,
15039317,Italopodisma lucianae,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Italopodisma,Maiella Apennine Grasshopper,"(Baccetti, 1959)",2016,2015-05-17,CR,"B1ab(iii,v)",Decreasing,False,False,True,"Buzzetti, F.M., Hochkirch, A., Fontana, P., Kleukers, R., Massa, B. & Odé, B.","Bushell, M. & Cálix, M.",12,28,2900.0,1700.0,,,,,,
136928947,Ituglanis bambui,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Ituglanis,,"Bichuette &amp; Trajano, 2004",2021,2018-11-07,CR,"B2ab(iii,v)",Decreasing,False,True,False,Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio),"Tognelli, M.F.",4,,,,,,,,,
196720,Ityphilus melanostigmus,,,,CR,ANIMALIA,ARTHROPODA,CHILOPODA,GEOPHILOMORPHA,BALLOPHILIDAE,Ityphilus,,"Attems, 1900",2014,2012-12-01,CR,B1ab(iii),Unknown,False,False,True,"Gerlach, J.","Stoev, P.",50,50,667.0,550.0,,,,,,
10893,Ixalodectes flectocercus,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Ixalodectes,,"Rentz, 1985",1996,1996-08-01,CR,B1+2bd,,False,False,True,Orthopteroid Specialist Group,,,,,,,,,,,
59288,Ixalotriton parvus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Ixalotriton,Dwarf False Brook Salamander,"(Lynch &amp; Wake, 1989)",2016,2014-11-30,CR,B1ab(iii)+2ab(iii),Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group,"Hobin, L.",9.93,9.93,,1600.0,,,,,,
171067,Janulus pompylius,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,GASTRODONTIDAE,Janulus,,"(Shuttleworth, 1852)",2017,2016-11-19,CR,D,Unknown,False,False,True,"Groh, K.","Cameron, R., Neubert, E., Seddon, M.B. & Teixeira, D.",10-20,5-10,,,,,,,,
10920,Jardinella colmani,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Jardinella,,"Ponder &amp; Clark, 1990",1996,1996-08-01,CR,A1ce,,False,True,False,"Ponder, W.F.",,,,,,,,,,,
134219,Johora singaporensis,,,,CR,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMIDAE,Johora,Singapore Freshwater Crab,"Ng, 1986",2008,2008-01-01,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Esser, L.J., Cumberlidge, N. & Yeo, D.","Cumberlidge, N. & McIvor, A.",,,,,,,True,This errata version of the 2008 assessment was created to correct the formatting used for the Assessor names (and hence the assessment citation) and Reviewer names.,,
184675,Jubaia aethiopica,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BITHYNIIDAE,Jubaia,,"(Verdcourt, 1958)",2010,2008-04-23,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Van Damme, D.","Seddon, M. & Allen, D.",,,,,,,,,,
22423,Juturnia brunei,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Juturnia,Brune's Springsnail,"(Taylor, 1987)",2012,2012-03-05,CR,"B1ab(i,ii,iii)",Decreasing,False,True,False,"Cordeiro, J. & Perez, K.","Bohm, M., Collen, B. & Seddon, M.",,10-100,,,,,,,,
46981005,Kalophrynus yongi,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kalophrynus,Cameron Highland Sticky Frog,"Matsui, 2009",2018,2018-01-16,CR,B1ab(iii),Unknown,False,False,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",,10,1991.0,1954.0,,,,,,
10958,Kapcypridopsis barnardi,,,,CR,ANIMALIA,ARTHROPODA,OSTRACODA,PODOCOPIDA,CYPRIDIDAE,Kapcypridopsis,,"McKenzie, 1977",1996,1996-08-01,CR,A1a,,False,True,False,Inland Water Crustacean Specialist Group,,,,,,,,,,,
62082915,Karstama balicum,,,,CR,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SESARMIDAE,Karstama,Giri Putri Cave Crab,"(Ng, 2002)",2015,2013-08-20,CR,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,False,True,True,"Whitten, T. & Ng Kee Lin, P.","Yeo, D. & Cumberlidge, N.",0.003,0.03,40.0,30.0,,,,,,
62101765,Karstama emdi,,,,CR,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SESARMIDAE,Karstama,Giri Putri Cave Crab,"(Ng &amp; Whitten, 1995)",2015,2013-08-20,CR,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,False,True,True,"Whitten, T. & Ng Kee Lin, P.","Yeo, D. & Cumberlidge, N.",0.003,0.03,40.0,30.0,,,,,,
149163465,Katara connexa,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,Katara,,"Vujić &amp; Radenković, 2018",2021,2020-02-25,CR,B1ab(iii)+2ab(iii),Stable,False,False,True,"Vujić, A. & Šebić, A","Obreht Vidakovic, D. & Bowles, P.",8,8,1685.0,1350.0,,,,,,
161277940,Kedestes sarahae,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,HESPERIIDAE,Kedestes,Cederberg Ranger,"Henning G.A. &amp; Henning S.F., 1998",2020,2018-02-20,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,"Dobson, J.C.H. & Dobson, C.M.","Kirkman, S., Raimondo, D., Oberprieler, R.G. & Böhm, M.",8,8,920.0,920.0,,,,,,
156118,Kerkia kusceri,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Kerkia,,"(Bole, 1961)",2010,2010-01-20,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Slapnik, R.","Burden, A., Fehér, Z., Van Damme, D., Sket, B., Seddon, M.B. & Cuttelod, A.",4,25,,,,,,,,
