taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory
54084606,Arisaema heterocephalum subsp. okinawaense,okinawaense,subsp.,,CR
54081976,Arisaema kawashimae,,,,CR
201762,Arisaema rostratum,,,,CR
203171,Aristelliger reyesi,,,,CR
203778,Aristogeitonia gabonica,,,,CR
158199,Aristogeitonia magnistipula,,,,CR
137734759,Aristogeitonia uapacifolia,,,,CR
46530,Aristolochia utriformis,,,,CR
46531,Aristolochia westlandii,,,,CR
44461,Arius festinus,,,,CR
44462,Arius uncinatus,,,,CR
162004,Armeria berlengensis,,,,CR
162344,Armeria helodes,,,,CR
2116,Armsia petasus,,,,CR
20639917,Aroegas nigroornatus,,,,CR
55253,Aromobates alboguttatus,,,,CR
77342583,Aromobates cannatellai,,,,CR
55254,Aromobates duranti,,,,CR
55255,Aromobates haydeeae,,,,CR
55104,Aromobates leopardalis,,,,CR
55257,Aromobates meridensis,,,,CR
55258,Aromobates molinarii,,,,CR
55040,Aromobates nocturnus,,,,CR
55259,Aromobates orostoma,,,,CR
55260,Aromobates serranus,,,,CR
77342769,Aromobates walterarpi,,,,CR
77342836,Aromobates zippeli,,,,CR
184173,Arrojadoa albiflora,,,,CR
152782,Arrojadoa marylaniae,,,,CR
158403,Artabotrys modestus subsp. modestus,modestus,subsp.,,CR
165208,Artemisia insipida,,,,CR
91150858,Artemisia kauaiensis,,,,CR
80702824,Arthopyrenia betulicola,,,,CR
174664,Arthroleptella rugosa,,,,CR
61860,Arthroleptella subvoce,,,,CR
2119,Arthroleptides dutoiti,,,,CR
175360,Arthroleptis kidogo,,,,CR
174591,Arthroleptis krokosua,,,,CR
16770720,Arthroleptis kutogundua,,,,CR
54377,Arthroleptis nikeae,,,,CR
54389,Arthroleptis troglodytes,,,,CR
103771879,Artisornis moreaui,,,,CR
86528602,Artocarpus annulatus,,,,CR
86529870,Artocarpus nanchuanensis,,,,CR
142721602,Arytera morobeana,,,,CR
20659685,Arytropteris pondo,,,,CR
125056608,Asaccus caudivolvulus,,,,CR
54141959,Asarum gusk,,,,CR
54142129,Asarum monodoriflorum,,,,CR
54142204,Asarum okinawense,,,,CR
54142278,Asarum pellucidum,,,,CR
62698341,Asarum tabatanum,,,,CR
200697,Asclepias kamerunensis,,,,CR
46296,Ascoglossum calopterum,,,,CR
103635724,Aspalathus cliffortiifolia,,,,CR
103636267,Aspalathus repens,,,,CR
172635572,Aspalathus tulbaghensis,,,,CR
87829625,Asparagus macrorrhizus,,,,CR
44265,Aspatharia divaricata,,,,CR
68501547,Aspidostemon capuronii,,,,CR
68501447,Aspidostemon caudatus,,,,CR
68501366,Aspidostemon grayi,,,,CR
68501433,Aspidostemon inconspicuus,,,,CR
69222123,Aspidostemon insignis,,,,CR
68501480,Aspidostemon litoralis,,,,CR
69222098,Aspidostemon macrophyllus,,,,CR
69222002,Aspidostemon manongarivensis,,,,CR
69222092,Aspidostemon masoalensis,,,,CR
69222026,Aspidostemon occultus,,,,CR
68501320,Aspidostemon reticulatus,,,,CR
68501379,Aspidostemon synandra,,,,CR
68501534,Aspidostemon triantherus,,,,CR
68501407,Aspidostemon trichandra,,,,CR
197195,Aspidura deraniyagalae,,,,CR
145974379,Aspidura desilvai,,,,CR
145974011,Aspidura ravanai,,,,CR
199630,Asplenium complanatum,,,,CR
199912,Asplenium daghestanicum,,,,CR
78774453,Asplenium dielerectum,,,,CR
78774610,Asplenium dielfalcatum,,,,CR
80229055,Asplenium diellaciniatum,,,,CR
80229074,Asplenium dielmannii,,,,CR
78774640,Asplenium dielpallidum,,,,CR
67373229,Asplenium haughtonii,,,,CR
97213307,Asplenium reekmansii,,,,CR
199822,Asplenium schizotrichum,,,,CR
78775516,Asplenium unisorum,,,,CR
45128,Asplundia clementinae,,,,CR
45134,Asplundia lutea,,,,CR
156656,Assyriella rechingeri,,,,CR
44079,Astelia waialealae,,,,CR
107378342,Asteriscus smithii,,,,CR
38195,Asterogyne yaracuyense,,,,CR
43128,Aster quitensis,,,,CR
199931,Astragalus acmophylloides,,,,CR
199954,Astragalus bylowae,,,,CR
61650,Astragalus cavanillesii,,,,CR
199944,Astragalus daghestanicus,,,,CR
163380572,Astragalus devesae,,,,CR
199949,Astragalus eliasianus,,,,CR
199947,Astragalus igniarius,,,,CR
68869721,Astragalus kurnet-es-saudae,,,,CR
199936,Astragalus longivexillatus,,,,CR
61651,Astragalus macrocarpus subsp. lefkarensis,lefkarensis,subsp.,,CR
199953,Astragalus magnificus,,,,CR
162304,Astragalus maritimus,,,,CR
199948,Astragalus nigrocalycinus,,,,CR
200625,Astragalus olurensis,,,,CR
85665238,Astragalus paroensis,,,,CR
199924,Astragalus schachbuzensis,,,,CR
19892697,Astragalus schmolliae,,,,CR
19892102,Astragalus sinuatus,,,,CR
200624,Astragalus tatlii,,,,CR
199933,Astragalus trabzonicus,,,,CR
161934,Astragalus tremolsianus,,,,CR
162007,Astragalus verrucosus,,,,CR
49829728,Astroblepus formosus,,,,CR
46862,Astroblepus ubidiai,,,,CR
38962,Astrocaryum minus,,,,CR
9014,Astrochelys radiata,,,,CR
9016,Astrochelys yniphora,,,,CR
153508822,Astronia alata,,,,CR
153508833,Astronia apoensis,,,,CR
143396145,Astronia columnaris,,,,CR
153509349,Astronia katangladensis,,,,CR
153509468,Astronia scabrida,,,,CR
34373,Astronidium floribundum,,,,CR
34375,Astronidium inflatum,,,,CR
34381,Astronidium kasiense,,,,CR
34320,Astronidium lepidotum,,,,CR
31087,Astronidium pallidiflorum,,,,CR
33547,Astropanax procumbens,,,,CR
152743,Astrophytum caput-medusae,,,,CR
137670334,Astrotrichilia elegans,,,,CR
134691713,Astyanax eremus,,,,CR
149118918,Astyanax kompi,,,,CR
132629372,Astyanax salvatoris,,,,CR
54420,Astylosternus nganhanus,,,,CR
48153841,Asystasia masaiensis,,,,CR
151818131,Ateleia chiangii,,,,CR
151818041,Ateleia glabrata,,,,CR
32007,Ateleia popenoei,,,,CR
151818621,Ateleia truncata,,,,CR
39922,Ateles fusciceps ssp. fusciceps,fusciceps,ssp.,,CR
2286,Ateles geoffroyi ssp. azuerensis,azuerensis,ssp.,,CR
43901,Ateles geoffroyi ssp. geoffroyi,geoffroyi,ssp.,,CR
39961,Ateles hybridus,,,,CR
56323,Atelognathus patagonicus,,,,CR
54488,Atelopus angelito,,,,CR
18435521,Atelopus ardila,,,,CR
54489,Atelopus arsyecue,,,,CR
54490,Atelopus arthuri,,,,CR
54491,Atelopus balios,,,,CR
54492,Atelopus bomolochos,,,,CR
54493,Atelopus boulengeri,,,,CR
54495,Atelopus carbonerensis,,,,CR
54497,Atelopus certus,,,,CR
54499,Atelopus chocoensis,,,,CR
54500,Atelopus chrysocorallus,,,,CR
54501,Atelopus coynei,,,,CR
54502,Atelopus cruciger,,,,CR
81646342,Atelopus ebenoides,,,,CR
54506,Atelopus erythropus,,,,CR
54507,Atelopus eusebianus,,,,CR
158466,Atelopus eusebiodiazi,,,,CR
54509,Atelopus famelicus,,,,CR
54510,Atelopus farci,,,,CR
18435526,Atelopus gigas,,,,CR
54514,Atelopus glyphus,,,,CR
54515,Atelopus guanujo,,,,CR
54517,Atelopus halihelos,,,,CR
54518,Atelopus ignescens,,,,CR
54520,Atelopus limosus,,,,CR
54524,Atelopus lynchi,,,,CR
54526,Atelopus mindoensis,,,,CR
54527,Atelopus minutulus,,,,CR
54528,Atelopus monohernandezii,,,,CR
54529,Atelopus mucubajiensis,,,,CR
54530,Atelopus muisca,,,,CR
54532,Atelopus nanay,,,,CR
54534,Atelopus nicefori,,,,CR
21567292,Atelopus nocturnus,,,,CR
136173,Atelopus onorei,,,,CR
18435530,Atelopus orcesi,,,,CR
54535,Atelopus oxyrhynchus,,,,CR
54536,Atelopus pachydermus,,,,CR
54537,Atelopus palmatus,,,,CR
18435537,Atelopus pastuso,,,,CR
158467,Atelopus patazensis,,,,CR
54538,Atelopus pedimarmoratus,,,,CR
54539,Atelopus peruensis,,,,CR
136038,Atelopus petersi,,,,CR
54540,Atelopus petriruizi,,,,CR
54541,Atelopus pictiventris,,,,CR
54542,Atelopus pinangoi,,,,CR
54543,Atelopus planispina,,,,CR
18435550,Atelopus podocarpus,,,,CR
135890,Atelopus pyrodactylus,,,,CR
54545,Atelopus quimbaya,,,,CR
54547,Atelopus sanjosei,,,,CR
54550,Atelopus sernai,,,,CR
54551,Atelopus simulatus,,,,CR
54553,Atelopus sonsonensis,,,,CR
54554,Atelopus sorianoi,,,,CR
54557,Atelopus subornatus,,,,CR
54558,Atelopus tamaense,,,,CR
54559,Atelopus tricolor,,,,CR
54560,Atelopus varius,,,,CR
54563,Atelopus zeteki,,,,CR
161898,Athamanta cortiana,,,,CR
103635021,Athanasia imbricata,,,,CR
169392,Atherinella jiloaensis,,,,CR
44980158,Atheris matildae,,,,CR
97180194,Atheta caprariensis,,,,CR
97633244,Atheta floresensis,,,,CR
97295365,Athous pomboi,,,,CR
114849613,Athyrium haleakalae,,,,CR
179587,Athyrium rondoense,,,,CR
2355,Atlantasellus cavernicolus,,,,CR
107353425,Atlantica calathoides,,,,CR
6739,Atlantica engonata,,,,CR
171139,Atlantica gomerensis,,,,CR
6735,Atlantica guerinianus,,,,CR
171057,Atlantica putrescens,,,,CR
55915,Atlantihyla panchoi,,,,CR
44575,Atlantoraja castelnaui,,,,CR
22735460,Atlapetes blancae,,,,CR
56326,Atopophrynus syntomopus,,,,CR
46104013,Atractosteus tristoechus,,,,CR
44580253,Atractus arangoi,,,,CR
96102258,Atractus hoogmoedi,,,,CR
67610740,Atractus multidentatus,,,,CR
43909,Atriplex plebeja,,,,CR
139119297,Atrocalopteryx auco,,,,CR
2376,Atrophaneura jophon,,,,CR
38198,Attalea crassispatha,,,,CR
147518073,Attalea wesselsboeri,,,,CR
184655,Attebania bernasconii,,,,CR
197803,Atya brachyrhinus,,,,CR
32193,Aubregrinia taiensis,,,,CR
34033,Auerodendron pauciflorum,,,,CR
110079565,Aulacocalyx camerooniana,,,,CR
137995403,Aulacocalyx jasminiflora subsp. kivuensis,kivuensis,subsp.,,CR
129337056,Aulandra beccarii,,,,CR
61057,Aulonocara baenschi,,,,CR
61068,Aulonocara kandeense,,,,CR
61067,Aulonocara maylandi,,,,CR
80337495,Austrarchaea mcguiganae,,,,CR
80340731,Austrarchaea monteithi,,,,CR
75098759,Austroboletus amazonicus,,,,CR
20644114,Austrodontura castletoni,,,,CR
2425,Austrogammarus australis,,,,CR
173823810,Austrolebias bagual,,,,CR
63099,Austrolebias cinereus,,,,CR
173823851,Austrolebias ephemerus,,,,CR
173823877,Austrolebias pelotapes,,,,CR
136335,Avahi cleesei,,,,CR
41579,Avahi unicolor,,,,CR
95314941,Avellara fistulosa,,,,CR
149242827,Axinaea fernando-cabiesii,,,,CR
2447,Axis kuhlii,,,,CR
164906521,Ayenia klugii,,,,CR
22680384,Aythya baeri,,,,CR
22680380,Aythya innotata,,,,CR
184017,Azurina eupalama,,,,CR
43132,Baccharis aretioides,,,,CR
133250613,Baccharis davidsonii,,,,CR
43134,Baccharis fusca,,,,CR
48280087,Bachia psamophila,,,,CR
39002,Bactris nancibensis,,,,CR
164111189,Badula balfouriana,,,,CR
35018,Badula crassa,,,,CR
68122953,Badula ovalifolia,,,,CR
30530,Badula platyphylla,,,,CR
30531,Badula reticulata,,,,CR
60856,Bagrus meridionalis,,,,CR
61334,Bahaba taipingensis,,,,CR
149671891,Bakeridesia molinae,,,,CR
117636167,Balaenoptera edeni Gulf of Mexico subpopulation,,,Gulf of Mexico subpopulation,CR
41713,Balaenoptera musculus ssp. intermedia,intermedia,ssp.,,CR
99518569,Balaka diffusa,,,,CR
38514,Balaka insularis,,,,CR
38435,Balaka microcarpa,,,,CR
177600,Balaka streptostachys,,,,CR
180665,Balantiocheilos ambusticauda,,,,CR
57703,Balebreviceps hillmani,,,,CR
184589206,Ballota kaiseri,,,,CR
35195,Baloghia pininsularis,,,,CR
156414085,Baloghia pulchella,,,,CR
199489,Balta crassivenosa,,,,CR
32790,Balthasaria mannii,,,,CR
56503782,Banara caymanensis,,,,CR
38929,Banara vanderbiltii,,,,CR
166033,Bangana decorus,,,,CR
112606325,Banksia anatona,,,,CR
112606360,Banksia aurantia,,,,CR
112520669,Banksia brownii,,,,CR
112521512,Banksia cuneata,,,,CR
112607337,Banksia fuscobractea,,,,CR
112607724,Banksia montana,,,,CR
112628673,Banksia prionophylla,,,,CR
112529687,Banksia rosserae,,,,CR
112530173,Banksia verticillata,,,,CR
117474000,Banksia vincentia,,,,CR
61244,Barbatula eregliensis,,,,CR
18885,Barbodes cataractae,,,,CR
70033622,Barbodes joaquinae,,,,CR
18903,Barbodes lindog,,,,CR
18907,Barbodes manguaoensis,,,,CR
18898,Barbodes sirang,,,,CR
172429,Barbodes wynaadensis,,,,CR
90997858,Barbonymus platysoma,,,,CR
2559,Barbouria cubensis,,,,CR
2576,Barbus euboicus,,,,CR
63385,Barbus sp. nov. 'Banhine',,,,CR
2593,Barkudia insularis,,,,CR
85719076,Barleria asterotricha,,,,CR
39454,Barleria observatrix,,,,CR
153509638,Barringtonia palawanensis,,,,CR
153509663,Barringtonia ridsdalei,,,,CR
142761861,Barringtonia serenae,,,,CR
182406345,Barringtonia zainudiniana,,,,CR
115733898,Basselinia moorei,,,,CR
38447,Basselinia vestita,,,,CR
170501,Batagur affinis,,,,CR
97358453,Batagur baska,,,,CR
163458,Batagur borneoensis,,,,CR
10953,Batagur dhongoka,,,,CR
10949,Batagur kachuga,,,,CR
10952,Batagur trivittata,,,,CR
149334968,Bathysa perijaensis,,,,CR
128113709,Baudouinia capuronii,,,,CR
163474292,Bauhinia glaziovii,,,,CR
45206,Bauhinia seminarioi,,,,CR
177830659,Bauhinia uberlandiana,,,,CR
29452,Bavayia exsuccida,,,,CR
176214,Bavayia ornata,,,,CR
39203,Bazzania bhutanica,,,,CR
6234,Beatragus hunteri,,,,CR
136808279,Beaucarnea hiriartiae,,,,CR
136808293,Beaucarnea recurvata,,,,CR
137426033,Beccariophoenix fenestralis,,,,CR
2713,Beddomeia tumida,,,,CR
44471,Bedotia sp. nov. 'Manombo',,,,CR
44474,Bedotia sp. nov. 'Sambava',,,,CR
44477,Bedotia sp. nov. 'Vevembe',,,,CR
2722,Bedotia tricolor,,,,CR
43052,Begonia asympeltata,,,,CR
68501517,Begonia cladocarpoides,,,,CR
115946921,Begonia eciliata,,,,CR
202707,Begonia minuta,,,,CR
202708,Begonia montis-elephantis,,,,CR
39504,Begonia quadrialata subsp. dusenii,dusenii,subsp.,,CR
70102505,Begonia razafinjohanyi,,,,CR
39460,Begonia salaziensis,,,,CR
202713,Begonia stellata,,,,CR
158171,Begonia zimmermannii,,,,CR
137809304,Beguea ankeranensis,,,,CR
137809400,Beguea betamponensis,,,,CR
137809409,Beguea birkinshawii,,,,CR
128657213,Beguea borealis,,,,CR
137809424,Beguea galokensis,,,,CR
32741,Beilschmiedia ambigua,,,,CR
144053968,Beilschmiedia angustielliptica,,,,CR
144054197,Beilschmiedia atra,,,,CR
32742,Beilschmiedia bracteata,,,,CR
144142959,Beilschmiedia congestiflora,,,,CR
144162389,Beilschmiedia crassipes,,,,CR
144163835,Beilschmiedia descoingsii,,,,CR
142762452,Beilschmiedia dielsiana,,,,CR
137581405,Beilschmiedia donisii,,,,CR
144240621,Beilschmiedia gallatlyi,,,,CR
137581448,Beilschmiedia gilbertii var. gilbertii,gilbertii,var.,,CR
32743,Beilschmiedia giorgii,,,,CR
144319850,Beilschmiedia gitingensis,,,,CR
137581483,Beilschmiedia hermanii,,,,CR
145276780,Beilschmiedia jabassensis,,,,CR
145277320,Beilschmiedia javanica,,,,CR
145277633,Beilschmiedia kostermansiana,,,,CR
145278548,Beilschmiedia lancifolia,,,,CR
143388404,Beilschmiedia ledermannii,,,,CR
142762486,Beilschmiedia longifolia,,,,CR
145281764,Beilschmiedia macrocarpa,,,,CR
145281869,Beilschmiedia macrophylla,,,,CR
162018785,Beilschmiedia montanoides,,,,CR
145283690,Beilschmiedia ndongensis,,,,CR
145283746,Beilschmiedia neoletestui,,,,CR
145286672,Beilschmiedia papyracea,,,,CR
145287135,Beilschmiedia pellegrinii,,,,CR
39522,Beilschmiedia preussii,,,,CR
142762690,Beilschmiedia pubescens,,,,CR
142762723,Beilschmiedia pullenii,,,,CR
142762738,Beilschmiedia rosseliana,,,,CR
145289809,Beilschmiedia rufolanata,,,,CR
142762755,Beilschmiedia sericea,,,,CR
145290984,Beilschmiedia thollonii,,,,CR
142762770,Beilschmiedia triplinervis,,,,CR
32745,Beilschmiedia vermoesenii,,,,CR
189605745,Beilschmiedia vestita,,,,CR
145295902,Beilschmiedia yangambiensis,,,,CR
145296024,Beilschmiedia zahnii,,,,CR
194492,Belgrandia alcoaensis,,,,CR
156090,Belgrandia bonelliana,,,,CR
155705,Belgrandia moitessieri,,,,CR
155668,Belgrandia varica,,,,CR
2725,Belgrandiella austriana,,,,CR
172032,Belgrandiella bachkovoensis,,,,CR
155972,Belgrandiella boetersi,,,,CR
20593189,Belgrandiella cavernica,,,,CR
2732,Belgrandiella ganslmayri,,,,CR
155661,Belgrandiella kreisslorum,,,,CR
2734,Belgrandiella mimula,,,,CR
156174,Belgrandiella multiformis,,,,CR
2728,Belgrandiella parreyssii,,,,CR
2735,Belgrandiella pelerei,,,,CR
2729,Belgrandiella styriaca,,,,CR
2742,Bellamya ecclesi,,,,CR
2743,Bellamya jeffreysi,,,,CR
2746,Bellamya liberiana,,,,CR
2748,Bellamya mweruensis,,,,CR
2749,Bellamya pagodiformis,,,,CR
2750,Bellamya phthinotropis,,,,CR
2751,Bellamya robertsoni,,,,CR
47155317,Bellatorias obiri,,,,CR
13147814,Bellevalia pelagica,,,,CR
39585,Belonophora ongensis,,,,CR
129337102,Bemangidia lowryi,,,,CR
97633856,Bembidion derelictus,,,,CR
162383,Bencomia brachystachya,,,,CR
162117,Bencomia sphaerocarpa,,,,CR
196781,Benoitinus elegans,,,,CR
65881182,Benoitodes caheni,,,,CR
68501578,Benthamia catatiana,,,,CR
68501445,Benthamia dauphinensis,,,,CR
68501358,Benthamia nigro-vaginata,,,,CR
63408,Berberis karkaralensis,,,,CR
162205,Berberis maderensis,,,,CR
32498,Berberis nilghiriensis,,,,CR
32711,Berlinia hollandii,,,,CR
103851066,Berlinia korupensis,,,,CR
2765,Bermudalana aruboides,,,,CR
2766,Bermudamysis speluncola,,,,CR
126300466,Bernardia albida,,,,CR
126300490,Bernardia macrocarpa,,,,CR
153337533,Bernoullia uribeana,,,,CR
21247820,Bertia cambojiensis,,,,CR
162088,Beta patula,,,,CR
2772,Betta burdigala,,,,CR
2773,Betta chloropharynx,,,,CR
91309381,Betta cracens,,,,CR
180971,Betta fusca,,,,CR
91309930,Betta hendra,,,,CR
2780,Betta miniopinna,,,,CR
143587355,Betta omega,,,,CR
91310332,Betta pardalotos,,,,CR
169568,Betta pinguis,,,,CR
91310650,Betta rutilans,,,,CR
2777,Betta simplex,,,,CR
2785,Bettongia penicillata,,,,CR
194282,Betula chichibuensis,,,,CR
51207935,Betula gynoterminalis,,,,CR
194573,Betula klokovii,,,,CR
37556,Betula lenta subsp. uber,uber,subsp.,,CR
51208029,Betula murrayana,,,,CR
32613,Bhesa nitidissima,,,,CR
33957,Bhesa sinica,,,,CR
196756,Biantes parvulus,,,,CR
44162,Bidens campylotheca subsp. pentamera,pentamera,subsp.,,CR
44163,Bidens campylotheca subsp. waihoiensis,waihoiensis,subsp.,,CR
32346,Bidens hendersonensis var. oenoensis,oenoensis,var.,,CR
16184855,Bidens micrantha subsp. ctenophylla,ctenophylla,subsp.,,CR
70380999,Bidens ruyigiensis,,,,CR
91153629,Bidens sandvicensis subsp. confusa,confusa,subsp.,,CR
43143,Bidens simplicifolia,,,,CR
44119,Bidens wiebkei,,,,CR
63593,Bifurcaria galapagensis,,,,CR
61630,Biscutella rotgesii,,,,CR
2816,Biswamoyopterus biswasi,,,,CR
164879,Bithynia kastorias,,,,CR
174427128,Bizonula letestui,,,,CR
153337741,Blakea muricata,,,,CR
149309483,Blakea standleyi,,,,CR
149242729,Blakea steyermarkii,,,,CR
70370430,Blepharis reekmansii,,,,CR
48154000,Blepharis refracta,,,,CR
179304,Blotiella coriacea,,,,CR
55461,Boana cymbalum,,,,CR
35196,Bocquillonia castaneifolia,,,,CR
156416937,Bocquillonia corneri,,,,CR
156417784,Bocquillonia montrouzieri,,,,CR
117302180,Boesenbergia loerzingii,,,,CR
117304544,Boesenbergia stenophylla,,,,CR
2845,Boettgeria obesiuscula,,,,CR
2847,Bogidiella bermudensis,,,,CR
10355,Bokermannohyla izecksohni,,,,CR
185385,Bolboschoenus grandispicus,,,,CR
59142,Bolitoglossa capitana,,,,CR
59143,Bolitoglossa carri,,,,CR
77345717,Bolitoglossa cataguana,,,,CR
170622240,Bolitoglossa celaque,,,,CR
194312,Bolitoglossa centenorum,,,,CR
77345748,Bolitoglossa chucantiensis,,,,CR
61896,Bolitoglossa copia,,,,CR
59152,Bolitoglossa decora,,,,CR
194315,Bolitoglossa huehuetenanguensis,,,,CR
18435631,Bolitoglossa insularis,,,,CR
59171,Bolitoglossa jacksoni,,,,CR
77347451,Bolitoglossa leandrae,,,,CR
59174,Bolitoglossa longissima,,,,CR
194318,Bolitoglossa ninadormida,,,,CR
194319,Bolitoglossa nussbaumi,,,,CR
61900,Bolitoglossa oresbia,,,,CR
194323,Bolitoglossa suchitanensis,,,,CR
59213,Bolitoglossa synoria,,,,CR
194324,Bolitoglossa tzultacaj,,,,CR
42784,Bomarea angustifolia,,,,CR
42791,Bomarea goniocaulon,,,,CR
42793,Bomarea graminifolia,,,,CR
42794,Bomarea hartwegii,,,,CR
42796,Bomarea longipes,,,,CR
33489,Bombax insigne var. polystemon,polystemon,var.,,CR
44937399,Bombus affinis,,,,CR
135295,Bombus franklini,,,,CR
21215134,Bombus rubriventris,,,,CR
44937699,Bombus suckleyi,,,,CR
21215168,Bombus variabilis,,,,CR
44129,Bonamia menziesii,,,,CR
65881343,Bonapruncinia sanctaehelenae,,,,CR
2882,Boninthemis insularis,,,,CR
36186,Bonnetia ptariensis,,,,CR
68568328,Boophis ankarafensis,,,,CR
164889,Boophis baetkei,,,,CR
57409,Boophis liami,,,,CR
49546770,Boophis tsilomaro,,,,CR
57435,Boophis williamsi,,,,CR
162110,Borderea chouardii,,,,CR
40791,Borikenophis sanctaecrucis,,,,CR
117455132,Borneocola reticosus,,,,CR
2884,Boroda expatria,,,,CR
128243024,Borreria velascoana,,,,CR
2890,Bos sauveli,,,,CR
22697478,Bostrychia bocagei,,,,CR
34385,Boswellia ogadensis,,,,CR
47347541,Bothriocline auriculata,,,,CR
2917,Bothrops insularis,,,,CR
50957317,Bothrops muriciensis,,,,CR
50957350,Bothrops otavioi,,,,CR
40074,Boucardicus fidimananai,,,,CR
40070,Boucardicus fortistriatus,,,,CR
40069,Boucardicus simplex,,,,CR
209039855,Boulengerula denhardti,,,,CR
121385062,Boulengerula spawlsi,,,,CR
68501317,Bourreria angustifolia,,,,CR
2958,Brachionichthys hirsutus,,,,CR
44393112,Brachionidium pteroglossum,,,,CR
123423098,Brachiopsilus ziebelli,,,,CR
2965,Brachylophus vitiensis,,,,CR
169811,Brachymeles cebuensis,,,,CR
149165628,Brachyopa minima,,,,CR
62494198,Brachystegia oblonga,,,,CR
45405,Brachystephanus kupeensis,,,,CR
48153901,Brachystephanus schliebenii,,,,CR
2993,Brachyteles arachnoides,,,,CR
2994,Brachyteles hypoxanthus,,,,CR
44710621,Bradyporus montandoni,,,,CR
61925,Bradypus pygmaeus,,,,CR
55949351,Brahea salvadorensis,,,,CR
3043,Branchinecta belki,,,,CR
3044,Branchinecta mexicana,,,,CR
3055,Branchinella lithaca,,,,CR
162139,Brassica macrocarpa,,,,CR
61957640,Breonia madagascariensis,,,,CR
70102324,Breonia membranacea,,,,CR
68501412,Breonia richardsonii,,,,CR
69221969,Brexia cauliflora,,,,CR
142763177,Bridelia triplocarya,,,,CR
76195622,Bridgeoporus nobilissimus,,,,CR
132515905,Brieya latipetala,,,,CR
44080,Brighamia insignis,,,,CR
44081,Brighamia rockii,,,,CR
61606,Brimeura duvigneaudii,,,,CR
13164736,Bromus bikfayensis,,,,CR
172878,Brookesia bonsi,,,,CR
42686901,Brookesia desperata,,,,CR
45209,Browneopsis macrofoliolata,,,,CR
164660752,Browneopsis sanintiae,,,,CR
145337921,Bruceiella wareni,,,,CR
178834,Bruguiera hainesii,,,,CR
162697228,Brunellia amayensis,,,,CR
35288,Brunellia rufa,,,,CR
115537131,Brunoniella neocaledonica,,,,CR
39173,Brymela tutezona,,,,CR
39229,Bryopteris gaudichaudii,,,,CR
194660286,Bryoria salazinica,,,,CR
3127,Bubalus mindorensis,,,,CR
31181,Buchanania barberi,,,,CR
97240781,Buchnera libenii,,,,CR
35139,Buddleja formosana,,,,CR
70385861,Buellia asterella,,,,CR
49328174,Bufo luchunnicus,,,,CR
199966,Bufonia takhtajanii,,,,CR
82462705,Bufo tuberospinius,,,,CR
87750224,Bulbophyllum apertiflorum,,,,CR
65523576,Bulbophyllum ceriodorum,,,,CR
119250528,Bulbophyllum conchophyllum,,,,CR
68501465,Bulbophyllum erythroglossum,,,,CR
39569,Bulbophyllum filiforme,,,,CR
22486381,Bulbophyllum gnomoniferum,,,,CR
68501540,Bulbophyllum hirsutiusculum,,,,CR
46353,Bulbophyllum jaapii,,,,CR
44785788,Bulbophyllum leopardinum var. tuberculatum,tuberculatum,var.,,CR
68501333,Bulbophyllum minax,,,,CR
