taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory
155525,Bythiospeum sterkianum,,,,EN
156137,Bythiospeum taxisi,,,,EN
46203,Byttneria asplundii,,,,EN
46204,Byttneria flexuosa,,,,EN
128227285,Byttneria fontis,,,,EN
46206,Byttneria loxensis,,,,EN
46208,Byttneria obtusata,,,,EN
22684789,Cacatua alba,,,,EN
76317542,Cacosternum thorini,,,,EN
68501536,Cadia commersoniana,,,,EN
68002546,Cadia pubescens,,,,EN
3446,Caecidotea barri,,,,EN
85743729,Cailliella praerupticola,,,,EN
3461,Cairnsichthys rhombosomoides,,,,EN
97158270,Calacalles droueti,,,,EN
184929735,Caladenia cruciformis,,,,EN
45933,Calamagrostis brevipaleata,,,,EN
44138,Calamagrostis hillebrandii,,,,EN
19618884,Calamagrostis parsana,,,,EN
104836737,Calamaria acutirostris,,,,EN
3463,Calamaria pfefferi,,,,EN
191994,Calamaria yunnanensis,,,,EN
39905,Calamodontophis paucidens,,,,EN
39906,Calamodontophis ronaldoi,,,,EN
148546608,Calanthea stenosepala,,,,EN
22486565,Calanthe ecallosa,,,,EN
46642,Calanthe yuana,,,,EN
137805631,Calantica capuronii,,,,EN
128655604,Calantica lucida,,,,EN
137805649,Calantica sphaerocephala,,,,EN
198335,Calathaemon holthuisi,,,,EN
45630,Calathea anulque,,,,EN
45631,Calathea chimboracensis,,,,EN
45637,Calathea hagbergii,,,,EN
45638,Calathea ischnosiphonoides,,,,EN
45641,Calathea libbyana,,,,EN
45648,Calathea roseobracteata,,,,EN
126603826,Calatola laevigata,,,,EN
46130,Calceolaria australis,,,,EN
46131,Calceolaria bentae,,,,EN
46133,Calceolaria commutata,,,,EN
46136,Calceolaria frondosa,,,,EN
46137,Calceolaria gossypina,,,,EN
46138,Calceolaria grandiflora,,,,EN
46143,Calceolaria lavandulifolia,,,,EN
46144,Calceolaria martinezii,,,,EN
46145,Calceolaria obtusa,,,,EN
46146,Calceolaria odontophylla,,,,EN
46149,Calceolaria platyzyga,,,,EN
46151,Calceolaria semiconnata,,,,EN
119851079,Calea dalyi,,,,EN
119851108,Calea huanchacana,,,,EN
43147,Calea huigrensis,,,,EN
119851124,Calea nematophylla,,,,EN
176182,Caledoniscincus auratus,,,,EN
176207,Caledoniscincus chazeaui,,,,EN
122894031,Caledoniscincus pelletieri,,,,EN
176179,Caledoniscincus renevieri,,,,EN
180412795,Calicium sequoiae,,,,EN
47261957,Calicnemis latreillei,,,,EN
47261970,Calicnemis obesa ssp. sardiniensis,sardiniensis,ssp.,,EN
22693359,Calidris tenuirostris,,,,EN
163758,Caliphaea angka,,,,EN
44393446,Caliphruria hartwegiana,,,,EN
45242,Calliandra glyphoxylon,,,,EN
22483849,Calliandra grandifolia,,,,EN
150705003,Calliandra molinae,,,,EN
191133089,Callianthe latipetala,,,,EN
170153381,Callianthe tridens,,,,EN
158678088,Callicarpa albidotomentella,,,,EN
158678133,Callicarpa anomala,,,,EN
158678157,Callicarpa argentii,,,,EN
159051069,Callicarpa bachmaensis,,,,EN
158678448,Callicarpa cinnamomea,,,,EN
158458844,Callicarpa hitchcockii,,,,EN
153511539,Callicarpa longipetiolata,,,,EN
153511582,Callicarpa magnifolia,,,,EN
158679307,Callicarpa pachyclada,,,,EN
158679391,Callicarpa pseudoverticillata,,,,EN
158679499,Callicarpa subalbida,,,,EN
153512112,Callicarpa subglandulosa,,,,EN
153512132,Callicarpa subintegra,,,,EN
153512792,Callicarpa surigaensis,,,,EN
39954,Callicebus coimbrai,,,,EN
149169986,Callicera macquarti,,,,EN
47173811,Callidium libani,,,,EN
63466,Calligonum elegans,,,,EN
63465,Calligonum matteianum,,,,EN
63464,Calligonum molle,,,,EN
55840,Callimedusa baltea,,,,EN
55860,Callimedusa perinesos,,,,EN
127936154,Calliophis castoe,,,,EN
197186,Calliophis haematoetron,,,,EN
16895615,Calliphona alluaudi,,,,EN
16895619,Calliphona gomerensis,,,,EN
16895632,Calliphona palmensis,,,,EN
179765,Callipteris ulugurica,,,,EN
191136036,Callisthene kuhlmannii,,,,EN
6985,Callistomys pictus,,,,EN
3570,Callithrix aurita,,,,EN
164469,Callitriche mathezii,,,,EN
167830,Callitriche transvolgensis,,,,EN
30993,Callitris sulcata,,,,EN
123431387,Callogobius amikami,,,,EN
61847,Callulina kisiwamsitu,,,,EN
31254,Calocedrus formosana,,,,EN
133722,Calocedrus rupestris,,,,EN
157892718,Calochilus neocaledonicus,,,,EN
204091740,Calocybe favrei,,,,EN
153512877,Calophyllum brachyphyllum,,,,EN
37653,Calophyllum collinum,,,,EN
153512891,Calophyllum cucullatum,,,,EN
190796392,Calophyllum elegans,,,,EN
137473219,Calophyllum fibrosum,,,,EN
190796474,Calophyllum glaucescens,,,,EN
38173,Calophyllum heterophyllum,,,,EN
37579,Calophyllum insularum,,,,EN
137473334,Calophyllum laxiflorum,,,,EN
137473639,Calophyllum lingulatum,,,,EN
32680,Calophyllum nubicola,,,,EN
37650,Calophyllum persimile,,,,EN
37587,Calophyllum robustum,,,,EN
37585,Calophyllum streimannii,,,,EN
30796,Calophyllum trapezifolium,,,,EN
128085793,Calophyllum vernicosum,,,,EN
37584,Calophyllum waliense,,,,EN
60287,Calopteryx exul,,,,EN
63105,Calopteryx hyalina,,,,EN
3628,Calopteryx syriaca,,,,EN
125434353,Calostoma insigne,,,,EN
3630,Calotes liocephalus,,,,EN
104635826,Calotes manamendrai,,,,EN
197248,Calotes nigrilabris,,,,EN
202864,Calotes paulus,,,,EN
104636757,Calotes pethiyagodai,,,,EN
172850,Calumma andringitraense,,,,EN
172798,Calumma furcifer,,,,EN
176303,Calumma gallus,,,,EN
176304,Calumma glawi,,,,EN
172830,Calumma globifer,,,,EN
172925,Calumma hilleniusi,,,,EN
172879,Calumma vencesi,,,,EN
42689609,Calumma vohibola,,,,EN
202776,Calvoa stenophylla,,,,EN
122227091,Calycogonium apiculatum,,,,EN
177791630,Calycophyllum papillosum,,,,EN
37949,Calycorectes australis,,,,EN
37950,Calycorectes duarteanus,,,,EN
149244443,Calycorectes enormis,,,,EN
188976342,Calycorectes mexicanus,,,,EN
37951,Calycorectes sellowianus,,,,EN
142763437,Calycosia mamosei,,,,EN
46614,Calymmodon cucullatus,,,,EN
87491438,Calypogeia azorica,,,,EN
137792366,Calyptommatus leiolepis,,,,EN
137792387,Calyptommatus nicterus,,,,EN
137792439,Calyptommatus sinebrachiatus,,,,EN
68002346,Calyptranthera caudiclava,,,,EN
33785,Calyptranthes discolor,,,,EN
34059,Calyptranthes portoricensis,,,,EN
31656,Calyptranthes rostrata,,,,EN
153802,Cambarellus patzcuarensis,,,,EN
153997,Cambarus cracens,,,,EN
3692,Cambarus cymatilis,,,,EN
3696,Cambarus harti,,,,EN
18212,Cambarus pecki,,,,EN
164915,Cambarus speleocoopi,,,,EN
62050068,Camellia amplexifolia,,,,EN
62051089,Camellia candida,,,,EN
62051156,Camellia chrysanthoides,,,,EN
191421,Camellia corallina,,,,EN
62052436,Camellia dilinhensis,,,,EN
62052537,Camellia elongata,,,,EN
32326,Camellia euphlebia,,,,EN
32816,Camellia fleuryi,,,,EN
62053609,Camellia hongkongensis,,,,EN
62053636,Camellia huana,,,,EN
70424060,Camellia ligustrina,,,,EN
62054985,Camellia longii,,,,EN
62055006,Camellia longipedicellata,,,,EN
62055059,Camellia longzhouensis,,,,EN
62055994,Camellia micrantha,,,,EN
70561551,Camellia nitidissima,,,,EN
62056272,Camellia parviflora,,,,EN
62056349,Camellia paucipunctata,,,,EN
191436,Camellia petelotii,,,,EN
62056505,Camellia pingguoensis,,,,EN
191438,Camellia pubicosta,,,,EN
62057104,Camellia pubifurfuracea,,,,EN
32474,Camellia pubipetala,,,,EN
62057303,Camellia pyxidiacea,,,,EN
62058489,Camellia szechuanensis,,,,EN
62058649,Camellia tenii,,,,EN
191441,Camellia thailandica,,,,EN
191442,Camellia tonkinensis,,,,EN
62059552,Camellia xanthochroma,,,,EN
31685,Cameraria microphylla,,,,EN
200004,Campanula autraniana,,,,EN
107378388,Campanula bravensis,,,,EN
199999,Campanula choruhensis,,,,EN
199981,Campanula kachethica,,,,EN
200005,Campanula massalskyi,,,,EN
199997,Campanula songutica,,,,EN
68002625,Campnosperma parvifolium,,,,EN
68002460,Campnosperma zacharyi,,,,EN
35328,Campomanesia hirsuta,,,,EN
35329,Campomanesia laurifolia,,,,EN
35336,Campomanesia sessiliflora var. sessiliflora,sessiliflora,var.,,EN
35337,Campomanesia viatoris,,,,EN
148594903,Campsiandra aymardii,,,,EN
148594910,Campsiandra casiquiarensis,,,,EN
148595066,Campsiandra emonensis,,,,EN
148595153,Campsiandra felipeana,,,,EN
148595274,Campsiandra guayanensis,,,,EN
148595291,Campsiandra pasibensis,,,,EN
148595667,Campsiandra velutina,,,,EN
148941417,Campsicnemus flavissimus,,,,EN
68002598,Camptocarpus decaryi,,,,EN
137809519,Camptolepis grandiflora,,,,EN
128657229,Camptolepis hygrophila,,,,EN
178808,Camptostemon philippinensis,,,,EN
107423655,Campylanthus glaber,,,,EN
156341,Canariella eutropis,,,,EN
156671,Canariella huttereri,,,,EN
137468829,Canarium arcuatum,,,,EN
137468837,Canarium betamponae,,,,EN
137468916,Canarium egregium,,,,EN
137468925,Canarium elegans,,,,EN
137468968,Canarium findens,,,,EN
137469032,Canarium indistinctum,,,,EN
31993,Canarium kipella,,,,EN
142763544,Canarium macadamii,,,,EN
79008359,Canarium madagascariense,,,,EN
126338659,Canarium moramangae,,,,EN
137469413,Canarium multinervis,,,,EN
137469428,Canarium nitidifolium,,,,EN
30520,Canarium paniculatum,,,,EN
137469626,Canarium subsidiarum,,,,EN
137469635,Canarium subtilis,,,,EN
137469647,Canarium velutinifolium,,,,EN
80231460,Canavalia kauaiensis,,,,EN
137749748,Canephora ambrensis,,,,EN
137749787,Canephora gyrobracteata,,,,EN
3748,Canis simensis,,,,EN
133384,Cantharellus noumeae,,,,EN
193751,Canthigaster cyanetron,,,,EN
3764,Canthigaster rapaensis,,,,EN
193802,Canthigaster sanctaehelenae,,,,EN
34448,Canthium glaucum subsp. glaucum,glaucum,subsp.,,EN
188657,Canthium sechellense,,,,EN
137934,Canthonella gomezi,,,,EN
157703231,Cantrainea jamsteci,,,,EN
19025039,Capoeta barroisi,,,,EN
19026224,Capoeta mauricii,,,,EN
169620,Capoetobrama kuschakewitschi,,,,EN
43565,Capparis heterophylla,,,,EN
33607,Capparis pachyphylla,,,,EN
3794,Capra caucasica,,,,EN
22689954,Caprimulgus prigoginei,,,,EN
3833,Caprolagus hispidus,,,,EN
100895749,Capsicum eshbaughii,,,,EN
107657869,Capsicum lanceolatum,,,,EN
100895995,Capsicum tovarii,,,,EN
137814595,Capurodendron apollonioides,,,,EN
137814605,Capurodendron bakeri,,,,EN
85119897,Capurodendron delphinense,,,,EN
128658609,Capurodendron ludiifolium,,,,EN
128658620,Capurodendron madagascariense,,,,EN
191312533,Capurodendron microphyllum,,,,EN
137814886,Capurodendron rufescens,,,,EN
151510254,Capurodendron sahafariense,,,,EN
128658824,Capurodendron suarezense,,,,EN
137814960,Capurodendron terminalioides,,,,EN
128417788,Capuronianthus mahafalensis,,,,EN
128417811,Capuronianthus vohemarensis,,,,EN
180257880,Caraipa balbinensis,,,,EN
45488,Carapa megistocarpa,,,,EN
203407,Carasobarbus apoensis,,,,EN
203408,Carasobarbus exulatus,,,,EN
166137,Carassius cuvieri,,,,EN
161378,Carcharhinus acronotus,,,,EN
39365,Carcharhinus amblyrhynchos,,,,EN
70680197,Carcharhinus dussumieri,,,,EN
39371,Carcharhinus leiodon,,,,EN
3852,Carcharhinus obscurus,,,,EN
60217,Carcharhinus perezi,,,,EN
3853,Carcharhinus plumbeus,,,,EN
60219,Carcharhinus signatus,,,,EN
73228694,Cardiandra amamiohsimensis,,,,EN
61745,Cardioglossa alsco,,,,EN
89186648,Cardioglossa annulata,,,,EN
54407,Cardioglossa oreas,,,,EN
54408,Cardioglossa pulchra,,,,EN
54411,Cardioglossa venusta,,,,EN
168139,Careoradula perelegans,,,,EN
83776383,Caretta caretta North East Atlantic subpopulation,,,North East Atlantic subpopulation,EN
3898,Carettochelys insculpta,,,,EN
45147,Carex azuayae,,,,EN
56961131,Carex bermudiana,,,,EN
120147667,Carex brassii,,,,EN
163975,Carex fissirostris,,,,EN
91154618,Carex kauaiensis,,,,EN
163348562,Carex lainzii,,,,EN
84728197,Carex nigra subsp. drukyulensis,drukyulensis,subsp.,,EN
179835,Carex papillosissima,,,,EN
45151,Carex toreadora,,,,EN
198088,Caridina annandalei,,,,EN
197808,Caridina holthuisi,,,,EN
198285,Caridina maculata,,,,EN
197763,Caridina mindanao,,,,EN
198296,Caridina thermophila,,,,EN
33319,Cariniana ianeirensis,,,,EN
35340,Cariniana pauciramosa,,,,EN
171110,Carinigera lophauchena,,,,EN
171078,Carinigera pellucida,,,,EN
170996,Carinigera pharsalica,,,,EN
33546,Carissa edulis var. sechellensis,sechellensis,var.,,EN
68002459,Carlephyton madagascariense,,,,EN
165174,Carlina diae,,,,EN
10925,Carnarvoncochlea exigua,,,,EN
185599,Carpha angustissima,,,,EN
128112997,Carphalea cloiselii,,,,EN
22700907,Carpodectes antoniae,,,,EN
142764028,Carpodetus montanus,,,,EN
31635,Carpodiptera ophiticola,,,,EN
148540960,Carramboa trujillensis,,,,EN
164381,Carum asinorum,,,,EN
200029,Carum komarovii,,,,EN
107979018,Caryanda quadrata,,,,EN
32321,Carya sinensis,,,,EN
35342,Caryocar amygdaliforme,,,,EN
35343,Caryocar coriaceum,,,,EN
31296,Caryocar costaricense,,,,EN
38423,Caryodaphnopsis cogolloi,,,,EN
172584963,Caryodaphnopsis parviflora,,,,EN
189077548,Caryota zebrina,,,,EN
30589,Casearia atlantica,,,,EN
191127749,Casearia catharinensis,,,,EN
126620182,Casearia guevarana,,,,EN
31079,Casearia kaalaensis,,,,EN
35349,Casearia mexiae,,,,EN
138012996,Casearia michelsonii,,,,EN
153520227,Casearia mindanaensis,,,,EN
142765146,Casearia monticola,,,,EN
126620185,Casearia sanchezii,,,,EN
30697,Casearia williamsiana,,,,EN
156860,Caseolus calvus,,,,EN
126618578,Casimiroa emarginata,,,,EN
126618681,Casimiroa microcarpa,,,,EN
35235,Cassia artensis,,,,EN
32211,Cassia fikifiki,,,,EN
188995710,Cassine lanceolata,,,,EN
137577101,Cassinopsis tomentosa,,,,EN
45905,Cassipourea acuminata,,,,EN
116125855,Cassipourea adami,,,,EN
110079229,Cassipourea alternifolia,,,,EN
33774,Cassipourea brittoniana,,,,EN
174411105,Cassipourea carringtoniana,,,,EN
174411128,Cassipourea dinklagei,,,,EN
154161342,Cassipourea firestoneana,,,,EN
128433130,Cassipourea leptoclada,,,,EN
137990058,Cassipourea leptoneura,,,,EN
137744539,Cassipourea madagascariensis,,,,EN
137744525,Cassipourea myriocarpa,,,,EN
174411181,Cassipourea ndambiana,,,,EN
154161492,Cassipourea paludosa,,,,EN
174411201,Cassipourea plumosa,,,,EN
62004506,Castanopsis argentea,,,,EN
62004621,Castanopsis tungurrut,,,,EN
126623245,Castela retusa,,,,EN
157973784,Casuarina teres,,,,EN
4015,Catagonus wagneri,,,,EN
22721755,Catharopeza bishopi,,,,EN
191155570,Cathedra paraensis,,,,EN
186921388,Catimbaua pendula,,,,EN
4037,Catopuma badia,,,,EN
191125804,Catostemma albuquerquei,,,,EN
149216929,Catostemma hirsutulum,,,,EN
4049,Catostomus santaanae,,,,EN
4051,Catostomus warnerensis,,,,EN
39235,Caudalejeunea grolleana,,,,EN
134501353,Cavanillesia chicamochae,,,,EN
131367577,Cavendishia grandifolia,,,,EN
131367595,Cavendishia lebroniae,,,,EN
131343178,Cavendishia longirachis,,,,EN
131367635,Cavendishia orthosepala,,,,EN
131367650,Cavendishia parviflora,,,,EN
131343197,Cavendishia sessiliflora,,,,EN
103694489,Ceblepyris cucullatus,,,,EN
81237954,Cebus brunneus,,,,EN
43934,Cebus capucinus ssp. capucinus,capucinus,ssp.,,EN
4082,Cebus cesarae,,,,EN
4084,Cebus malitiosus,,,,EN
39952,Cebus versicolor,,,,EN
169481369,Cecropia goudotiana,,,,EN
30625,Cecropia longipes,,,,EN
169481707,Cecropia multisecta,,,,EN
30762,Cedrela oaxacensis,,,,EN
68002547,Cedrelopsis ambanjensis,,,,EN
70102244,Cedrelopsis longibracteata,,,,EN
70102603,Cedrelopsis rakotozafyi,,,,EN
97113324,Cedrorum azoricus,,,,EN
42303,Cedrus atlantica,,,,EN
177837271,Ceiba crispiflora,,,,EN
191121664,Ceiba rubriflora,,,,EN
149309687,Ceiba soluta,,,,EN
176143,Celatiscincus euryotis,,,,EN
176180,Celatiscincus similis,,,,EN
203021,Celestus agasepsoides,,,,EN
203023,Celestus barbouri,,,,EN
203024,Celestus bivittatus,,,,EN
203029,Celestus darlingtoni,,,,EN
203030,Celestus haetianus,,,,EN
203031,Celestus hewardi,,,,EN
203033,Celestus macrotus,,,,EN
81044203,Celestus maculatus,,,,EN
75166713,Celestus molesworthi,,,,EN
203035,Celestus montanus,,,,EN
176251,Celestus scansorius,,,,EN
55000,Celsiella vozmedianoi,,,,EN
37425,Celtis hypoleuca,,,,EN
189609297,Celtis orthacanthos,,,,EN
44153,Cenchrus agrimonioides,,,,EN
44152,Cenchrus agrimonioides var. agrimonioides,agrimonioides,var.,,EN
88592872,Cenchrus pseudotriticoides,,,,EN
196228,Cenemus mikehilli,,,,EN
196229,Cenemus silhouette,,,,EN
163368605,Centaurea avilae,,,,EN
162359,Centaurea borjae,,,,EN
61620,Centaurea gymnocarpa,,,,EN
200419,Centaurea hajastana,,,,EN
85750731,Centaurea heterocarpa,,,,EN
162128,Centaurea horrida,,,,EN
85750775,Centaurea mouterdei,,,,EN
162425,Centaurea princeps,,,,EN
200035,Centaurea rhizocalathium,,,,EN
200039,Centaurea woronowii,,,,EN
58388775,Centauropsis decaryi,,,,EN
58388792,Centauropsis perrieri,,,,EN
61648,Centranthus trinervis,,,,EN
22728472,Centrocercus minimus,,,,EN
163423,Centrochelys sulcata,,,,EN
54901,Centrolene altitudinalis,,,,EN
54907,Centrolene ballux,,,,EN
54917,Centrolene hesperium,,,,EN
54918,Centrolene huilense,,,,EN
54924,Centrolene lynchi,,,,EN
54926,Centrolene medemi,,,,EN
54932,Centrolene petrophilum,,,,EN
54940,Centrolene scirtetes,,,,EN
54993,Centrolene solitaria,,,,EN
162293947,Centrophorus granulosus,,,,EN
41740,Centrophorus harrissoni,,,,EN
44563,Centrophorus isodon,,,,EN
162292832,Centrophorus lesliei,,,,EN
162292301,Centrophorus longipinnis,,,,EN
165299,Centrophorus moluccensis Australian subpopulation,,,Australian subpopulation,EN
41871,Centrophorus squamosus,,,,EN
60208,Centrophorus tessellatus,,,,EN
41745,Centrophorus uyato,,,,EN
43494,Centropogon aequatorialis,,,,EN
43497,Centropogon azuayensis,,,,EN
43499,Centropogon balslevii,,,,EN
43502,Centropogon chiltasonensis,,,,EN
43503,Centropogon chontalensis,,,,EN
43504,Centropogon comosus,,,,EN
43506,Centropogon erythraeus,,,,EN
132782049,Centropogon gloriosus,,,,EN
43509,Centropogon hartwegii,,,,EN
43510,Centropogon heteropilis,,,,EN
43511,Centropogon hirtiflorus,,,,EN
43515,Centropogon medusa,,,,EN
43516,Centropogon occultus,,,,EN
43518,Centropogon parviflorus,,,,EN
43519,Centropogon phoeniceus,,,,EN
43522,Centropogon rimbachii,,,,EN
43523,Centropogon rubiginosus,,,,EN
43528,Centropogon steinii,,,,EN
43529,Centropogon steyermarkii,,,,EN
43534,Centropogon ursinus,,,,EN
43535,Centropogon zamorensis,,,,EN
139069191,Cephalaeschna algorei,,,,EN
85750887,Cephalaria kesruanica,,,,EN
196831,Cephalocassis manillensis,,,,EN
152158,Cephalocereus senilis,,,,EN
190822557,Cephalomappa paludicola,,,,EN
39765,Cephalopachus bancanus ssp. saltator,saltator,ssp.,,EN
48153894,Cephalophis lukei,,,,EN
4140,Cephalophus jentinki,,,,EN
4147,Cephalophus nigrifrons ssp. rubidus,rubidus,ssp.,,EN
4151,Cephalophus spadix,,,,EN
22700933,Cephalopterus glabricollis,,,,EN
4162,Cephalorhynchus hectori,,,,EN
34065,Cephalotaxus hainanensis,,,,EN
31257,Cephalotaxus harringtonii var. wilsoniana,wilsoniana,var.,,EN
32330,Cephalotaxus lanceolata,,,,EN
169309507,Cephalotomandra fragrans,,,,EN
87574513,Cephaloziella nicholsonii,,,,EN
61635,Cerastium sventenii,,,,EN
32490,Ceratonia oreothauma subsp. somalensis,somalensis,subsp.,,EN
184713,Ceratophallus crassus,,,,EN
170383,Ceratophora aspera,,,,EN
197245,Ceratophora stoddartii,,,,EN
4178,Ceratophora tennentii,,,,EN
47415498,Ceratophyus martinezi,,,,EN
47415635,Ceratophyus rossii,,,,EN
132882384,Ceratostema bracteolatum,,,,EN
132884316,Ceratostema lanceolatum,,,,EN
132885194,Ceratostema lanigerum,,,,EN
132888357,Ceratostema megabracteatum,,,,EN
132889328,Ceratostema nubigena,,,,EN
132893645,Ceratostema pendens,,,,EN
133163715,Ceratostema pubescens,,,,EN
133163723,Ceratostema silvicola,,,,EN
133163726,Ceratostema ventricosum,,,,EN
42122,Ceratozamia alvarezii,,,,EN
42123,Ceratozamia becerrae,,,,EN
42124,Ceratozamia hildae,,,,EN
42140,Ceratozamia latifolia,,,,EN
42125,Ceratozamia matudae,,,,EN
178863,Ceratozamia mirandae,,,,EN
42183,Ceratozamia mixeorum,,,,EN
42126,Ceratozamia morettii,,,,EN
42102,Ceratozamia norstogii,,,,EN
42144,Ceratozamia robusta,,,,EN
42127,Ceratozamia sabatoi,,,,EN
42128,Ceratozamia whitelockiana,,,,EN
169827,Cerberus microlepis,,,,EN
4207,Cercocebus chrysogaster,,,,EN
4206,Cercocebus lunulatus,,,,EN
4203,Cercocebus sanjei,,,,EN
4201,Cercocebus torquatus,,,,EN
40011,Cercopithecus cephus ssp. ngottoensis,ngottoensis,ssp.,,EN
4245,Cercopithecus diana,,,,EN
4216,Cercopithecus dryas,,,,EN
4217,Cercopithecus erythrogaster,,,,EN
40004,Cercopithecus erythrogaster ssp. pococki,pococki,ssp.,,EN
4235,Cercopithecus erythrotis ssp. erythrotis,erythrotis,ssp.,,EN
4236,Cercopithecus mitis ssp. kandti,kandti,ssp.,,EN
95596261,Cercopithecus mitis ssp. manyaraensis,manyaraensis,ssp.,,EN
92488656,Cercopithecus nictitans ssp. insolitus,insolitus,ssp.,,EN
92489579,Cercopithecus nictitans ssp. martini,martini,ssp.,,EN
41208,Cercopithecus nictitans ssp. stampflii,stampflii,ssp.,,EN
4229,Cercopithecus sclateri,,,,EN
40877,Cereus mirabella,,,,EN
169208,Ceriagrion citrinum,,,,EN
59700,Ceriagrion georgifreyi,,,,EN
149170457,Ceriana glaebosa,,,,EN
153520486,Ceriscoides curranii,,,,EN
156308,Cernuella rugosa,,,,EN
171832412,Ceropegia aloicola,,,,EN
177964188,Ceropegia anjanerica,,,,EN
46538,Ceropegia aridicola,,,,EN
83597426,Ceropegia bhutanica,,,,EN
142670470,Ceropegia bracteolata,,,,EN
171848780,Ceropegia cordifolia,,,,EN
162281,Ceropegia dichotoma subsp. krainzii,krainzii,subsp.,,EN
147868145,Ceropegia inflata,,,,EN
200700,Ceropegia ledermannii,,,,EN
171848794,Ceropegia leptotes,,,,EN
39020,Ceroxylon alpinum,,,,EN
43977,Ceroxylon amazonicum,,,,EN
38126,Cestrum chimborazinum,,,,EN
46303,Cestrum dielsii,,,,EN
136621126,Cestrum elegantissimum,,,,EN
126624902,Cestrum fulvescens,,,,EN
136621177,Cestrum miradorense,,,,EN
126624926,Cestrum nitidum,,,,EN
4292,Cetorhinus maximus,,,,EN
71542492,Cetreliopsis papuae,,,,EN
153520507,Ceuthostoma palawanense,,,,EN
59721,Ceylonosticta adami,,,,EN
141758366,Ceylonosticta anamia,,,,EN
59722,Ceylonosticta austeni,,,,EN
141759017,Ceylonosticta bine,,,,EN
197118,Ceylonosticta digna,,,,EN
59723,Ceylonosticta hilaris,,,,EN
141760152,Ceylonosticta mojca,,,,EN
59724,Ceylonosticta montana,,,,EN
197113,Ceylonosticta nietneri,,,,EN
59725,Ceylonosticta submontana,,,,EN
197109,Ceylonosticta tropica,,,,EN
163516,Ceylonosticta walli,,,,EN
61690,Ceylonthelphusa alpina,,,,EN
61691,Ceylonthelphusa armata,,,,EN
61693,Ceylonthelphusa cavatrix,,,,EN
61694,Ceylonthelphusa diva,,,,EN
68002614,Chadsia longidentata,,,,EN
4309,Chaerephon bregullae,,,,EN
4320,Chaerephon solomonis,,,,EN
4321,Chaerephon tomensis,,,,EN
85750954,Chaerophyllum aurantiacum,,,,EN
90614954,Chaetocarpus rabaraba,,,,EN
169676,Chaetodontoplus vanderloosi,,,,EN
49830447,Chaetostoma changae,,,,EN
49830176,Chaetostoma daidalmatos,,,,EN
49830371,Chaetostoma lepturum,,,,EN
49830335,Chaetostoma loborhynchos,,,,EN
49830092,Chaetostoma palmeri,,,,EN
118038935,Chaetostoma stannii,,,,EN
49830138,Chaetostoma stroumpoulos,,,,EN
118038984,Chaetostoma yurubiense,,,,EN
61479,Chalcides mauritanicus,,,,EN
61484,Chalcides parallelus,,,,EN
61488,Chalcides simonyi,,,,EN
197217,Chalcidoseps thwaitesi,,,,EN
4420,Chalinolobus neocaledonicus,,,,EN
150989767,Chalybea corymbifera,,,,EN
150990011,Chalybea kirkbridei,,,,EN
150990057,Chalybea macrocarpa,,,,EN
150990134,Chalybea mutisiana,,,,EN
150990184,Chalybea occidentalis,,,,EN
177803176,Chamaecrista amabilis,,,,EN
177803062,Chamaecrista amorimii,,,,EN
19891646,Chamaecrista astrochiton,,,,EN
163474164,Chamaecrista bracteolata,,,,EN
19892980,Chamaecrista brevifolia,,,,EN
177802838,Chamaecrista celiae,,,,EN
119854980,Chamaecrista chiquitana,,,,EN
19891945,Chamaecrista kolabensis,,,,EN
153520601,Chamaecrista mindanaensis,,,,EN
19892082,Chamaecrista myrophenges,,,,EN
177802092,Chamaecrista nuda,,,,EN
177801954,Chamaecrista pteropoda,,,,EN
177801701,Chamaecrista subpeltata,,,,EN
177801574,Chamaecrista unijuga,,,,EN
32333,Chamaecyparis formosensis,,,,EN
55951536,Chamaedorea fractiflexa,,,,EN
55952133,Chamaedorea glaucifolia,,,,EN
44393453,Chamaedorea klotzschiana,,,,EN
162297,Chamaemeles coriacea,,,,EN
60899,Champsochromis spilorhynchus,,,,EN
46643,Changnienia amoena,,,,EN
29481,Chapinophis xanthocheilus,,,,EN
44975,Chapmannia reghidensis,,,,EN
44977,Chapmannia tinireana,,,,EN
4529,Characodon audax,,,,EN
55384,Charadrahyla altipotens,,,,EN
55577,Charadrahyla nephila,,,,EN
149679965,Charadrahyla sakbah,,,,EN
55681,Charadrahyla trux,,,,EN
103896872,Charagotettix longispinis,,,,EN
103896913,Charagotettix lucubensis,,,,EN
91155227,Charpentiera elliptica,,,,EN
171408,Charpentieria eminens,,,,EN
171033,Charpentieria grohmanniana,,,,EN
171446,Charpentieria leucophryna,,,,EN
171649,Charpentieria nobilis,,,,EN
111272454,Charybdis anthericoides,,,,EN
22736423,Chasiempis ibidis,,,,EN
4585,Chasmistes brevirostris,,,,EN
4586,Chasmistes cujus,,,,EN
179473,Chassalia colorata,,,,EN
179989,Chassalia discolor subsp. grandifolia,grandifolia,subsp.,,EN
180067,Chassalia discolor subsp. taitensis,taitensis,subsp.,,EN
196296610,Chassalia euchlora,,,,EN
64594030,Chassalia eurybotrya,,,,EN
137750397,Chassalia grandistipula,,,,EN
137750945,Chassalia tsaratanensis,,,,EN
179526,Cheilanthes deboeri,,,,EN
